Original_Input_Text,RL_Types,Raw_Model_Output
你上面就有一条，说我们口音很贱,认同逻辑4,"- “我们”的口音（指上一条回复中提及的口音）

第二步：为每个命名实体匹配论点  
- “我们”的口音被评价为“很贱”，带有负面评价。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- 这是对特定口音的评价，将口音作为区分“本地人”和“非本地人”的标志，并带有歧视色彩。 
- 隐含的认同逻辑是，只有说“正宗”口音的人才算是“本地人”，带有强烈的文化语言识别性。

第四步：输出结果  
输出：认同逻辑4"
哈哈，就是，而且我有个同事达州的，他说他的口音才是正宗成都话,认同逻辑4,"- 成都话
- 达州（地名）

第二步：为每个命名实体匹配论点  
- “正宗成都话”的争论：作者同事（达州人）认为自己的口音才是正宗的成都话。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- 这里是关于“成都话”的归属问题，涉及到方言/口音与身份认同的关联。作者同事认为自己的口音才是“正宗”成都话，实际上是在用语言来界定自己与成都的关联程度，以及对“本地身份”的认同。

第四步：输出结果  
输出：认同逻辑4"
哈哈哈哈，口音很贱，这个,认同逻辑4,"- 口音

第二步：为每个命名实体匹配论点  
- “口音很贱”，表达了对某种口音的负面评价和排斥。

第三步：分析每个观点表述背后隐藏的认同逻辑  
-  作者用带有强烈情感色彩的词语（“贱”）来形容特定口音，隐含着一种“我们和他们”的界限感，通过语言特征来区分“自己人”和“外来人”。

第四步：输出结果  
输出：认同逻辑4"
重要的不是几套房子 房子在哪，是不是老破小，重要是带不带口音口音改不到撒,认同逻辑4,"- 房子（数量、质量、位置）
- 口音

第二步：为每个命名实体匹配论点  
- 房子（数量、质量、位置）：作者认为房子数量、房子质量、房子位置这些因素不重要。
- 口音：作者认为“口音改不到”，是重要的身份区分标准。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- 强调“口音改不到”，将口音视为难以改变的身份标志，以此来区分“本地人”与“外地人”。这表明作者认为口音是更深层次的身份认同体现。
- 没有涉及其他如行政归属、家族根基、社会关系等标准。

第四步：输出结果  
输出：认同逻辑4"
还有外地人骂成都口音难听呢，逼着他来成都了？,认同逻辑4,"- 成都口音
- 外地人

第二步：为每个命名实体匹配论点  
- 外地人批评成都口音难听，作者对此表达反感。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- 重点在于“外地人”对“成都口音”的批评，这体现了语言/文化差异导致的身份边界认知。作者的反感，隐含了对“成都口音”作为本地身份象征的认同。

第四步：输出结果  
输出：认同逻辑4"
我也不知道我算不算成都人，爸爸是成都人，爷爷奶奶也生活在成都，我户口在成都。但是妈妈是外地人，我爸妈都在我妈妈的城市工作。从小我跟着爸妈在我妈妈出生的城市生活，小时候放假回成都，和小朋友玩要被骂乡巴佬，所以导致我小时候不愿意回成都，一直到读研才回的成都，读完研就出国了，现在回成都快3年，不太会说成都话，听得懂，但愿意说四川话，总被同事说我说的四川话有口音，我也一直对成都没有认同感。,"认同逻辑3, 认同逻辑4, 认同逻辑1","- 成都（作者身份认同的争议地）
- 妈妈的城市（作者成长地）
- 四川（方言范围）

第二步：为每个命名实体匹配论点  
- 成都：作者的父亲、爷爷奶奶是成都人，户口也在成都，但作者自身缺乏认同感，且经历过被排斥的经历。
- 妈妈的城市：作者从小在妈妈的城市长大，形成了主要的生活环境。
- 四川：作者能听懂四川话，但说四川话带有口音，被指出“有口音”。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- 体现了家族历史根基（父亲、爷爷奶奶是成都人）和行政归属（户口在成都）的认同逻辑，但作者自身的经历和情感体验削弱了这些逻辑的影响。
- “从小…被骂乡巴佬”体现了早期社区排斥，强调了文化语言的排斥（方言）。
- 长时间在外地生活，导致对成都缺乏认同感，并且在语言习惯上不具备本地特征。
- 这里体现的是一种复杂的身份认同，既有家族血脉、行政归属，又有文化融入程度、个人成长环境等多重因素的影响。

第四步：输出结果  
输出：认同逻辑3, 认同逻辑4, 认同逻辑1"
一个口音，一个面，我们天天被网暴，门都不敢出,认同逻辑4,"- 口音
- 面部特征

第二步：为每个命名实体匹配论点  
- “口音”和“面部特征”导致了“被网暴”的遭遇，以及因此不敢出门的恐惧。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- 这里“口音”和“面部特征”直接被视为区别于本地人群的标志，并因此遭受歧视和攻击。
- 体现了对特定方言和外貌特征的负面刻板印象以及由此产生的排斥。

第四步：输出结果  
输出：认同逻辑4"
就是。。。基本上现在接到那些骚扰电话都是外地口音哎，不是歧视外地人，只是觉得如果他们回老家，做点其他工作，也比鼓捣留在成都打骚扰电话好嘛,认同逻辑4,"- 成都（本地）
- 外地（非本地）

第二步：为每个命名实体匹配论点  
- 骚扰电话多来自“外地口音”的人。
- 作者认为外地人“回老家做点其他工作”比“在成都打骚扰电话”要好。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- 这里作者通过“外地口音”将“本地”和“外地”进行区分，表达了一种基于语言特征的身份认同，同时也隐含着对“外地人”的不信任和排斥。
- 尽管作者声明“不是歧视外地人”，但其建议“回老家”的行为本身就暗示了认为“外地人”不应该留在成都。
- 本质上，作者是通过口音这一文化语言特征来界定“本地人”和“外地人”，并暗示了外地人对本地社会秩序的扰乱。

第四步：输出结果  
输出：认同逻辑4"
之前在成都上学遇到两个女的 就不是成都人 四川其他地方的 非要说自己是成都人 只是亲戚在双流买了房子而已各种也装的要死 我真的想问这有什么好优越的吗自己的土生土长的地方都不承认,"认同逻辑3, 认同逻辑6","- 成都（核心本地区域）
- 双流（成都下辖区域）
- 四川其他地方（非成都区域）

第二步：为每个命名实体匹配论点  
- 非成都人却“非要说自己是成都人”，仅因亲戚在双流买房，并“装的要死”。
- 作者对这种行为感到不解和反感，认为“有什么好优越的”。
- 强调自己“土生土长”的身份。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- 作者批判的是一种基于物质（房产）的身份僭越行为，认为买房并不能改变一个人的地域身份认同。
-  “土生土长”的强调，体现了家族历史根基的认同逻辑的重要性。
-  但更关键的是作者对“装”的行为的反感，指向了身份认同的真实性与虚假性，以及基于虚假信息获取社会优越感的现象。
- 这里的“优越感”体现了社会关系根基的象征性价值。

第四步：输出结果  
输出：认同逻辑3, 认同逻辑6"
我也想说，我那个农村老板在成都买房了，经常给我说我现在也是成都本地人了，创业初成功经常在那吹嘘自己🐮逼，神戳戳的，他不在别的同事面前说他是成都户口了因为其他人不是土著,"认同逻辑6, 认同逻辑3","- 农村老板（身份描述）
- 成都（城市）
- 成都本地人（身份认同）
- 其他同事（对比群体）

第二步：为每个命名实体匹配论点  
- 农村老板：通过在成都买房，自认为成为了“成都本地人”，并以此炫耀。
- 成都：买房被农村老板作为成为“本地人”的依据。
- 其他同事：与农村老板形成对比，他们并非“土著”。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- 农村老板通过“买房”来获得“本地人”身份，体现了一种物质基础（房产）与社会身份认同之间的联系——强调了物质财富可以带来身份的转变或象征。
- “土著”与非“土著”的区分，强调了家族根基、世代居住等历史因素的重要性。
- 农村老板的行为（在不同场合强调/隐藏身份）体现了身份认同的社会功能和策略性。

第四步：输出结果  
输出：认同逻辑6, 认同逻辑3"
我倒觉得是外来的多了故意在那点火，成都越扩越大本来对我爸妈这种老一辈是不好区分的，现在离成都二三环内天远地远的地方也叫成都，结果一导航开过车过来还要老半天比去隔壁几个市坐高铁时间都长还不如说原来的某某地名好记，老一辈是不习惯啊，然后就说歧视了,认同逻辑1,"- 成都（整体城市范围及二三环内）
- 外来人口
- 老一辈
- 隔壁几个市

第二步：为每个命名实体匹配论点  
- 外来人口：被认为是“故意在那点火”，引发矛盾。
- 成都的扩张：对“老一辈”造成了认知困扰，难以区分“本地”和“非本地”。
- 区域划分：强调成都扩张后，郊区距离市中心远，且地方名称不清晰，不如原来的地名好记。
- 老一辈：不习惯新的区域划分，因此产生“歧视”的说法。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- “老一辈”的不习惯，反映出对空间认知习惯的坚守，以及对行政区域扩张的抵触——认为扩张后的区域不再符合其心目中的“成都”概念，这是一种社会习惯性区域认知。
- 作者认为“外来人口故意点火”，将矛盾归咎于外来人口，也暗示了外来人口与本地人之间的界限和对立，这是一种隐性的身份区分。

第四步：输出结果  
输出：认同逻辑1"
并没有啊，成都有钱的又不一定是土著，绝大部分土著只是不愁房子住，另外有多余的房子可以出租出去，所以工资那么低很多人还是过得很开心月收入足够支撑不错的生活水平了。成都人天生一副你有钱那是你的事，我不去羡慕各过各的谁也不碍着谁所以大家才悠然自得，那些个有钱的区域又不属于是给土著的，多是外地赚了钱来成都消费或者安置的,认同逻辑6,"- 成都土著
- 成都有钱人
- 有钱的区域

第二步：为每个命名实体匹配论点  
- 成都土著：不一定有钱，但基本不愁吃住，可能有房产出租收入，收入不高也能过好日子。
- 成都有钱人：不一定是土著，很多是有外地赚了钱来成都消费或安置的人。
- 有钱的区域：不属于土著，多为外地人占据。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- 作者强调“土著”身份与财富没有必然联系，而主要体现在“不愁房子住”、“有房产出租”等，体现出**社会根基深浅与经济地位象征**，但与财富积累没有直接的正相关关系。
- 作者认为“有钱的区域”不是“土著”的专属，而是外地人的聚集地，强调了**社会根基与居住区域**的关系，说明了区域财富与“土著”身份之间的割裂。
- 同时也表达了一种“各过各的”的成都文化，强调了不以财富来衡量身份，这是一种对社会价值观的描述，而非身份界定的标准。

第四步：输出结果  
输出：认同逻辑6"
我崇州的嘛 我们身边的人被问到是哪里的 都直接说崇州 不会说是成都的从小到大耳濡目染的就是成都人都觉得三环以外的不算成都的,认同逻辑1,"- 崇州（地名）  
- 成都（三环以内、三环以外，地理区分）

第二步：为每个命名实体匹配论点  
- 崇州：作者和身边的人被问时会说自己是“崇州”的，不说“成都的”。
- 成都（三环以内/以外）：从小的感受和集体认知是“成都人都觉得三环以外的不算成都的”。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- 崇州和成都区隔的说法，是在表达一种社会习惯性区域认知——“崇州”虽行政上归成都，但在社会文化习惯上并不认作“成都”本地；而“三环以外不算成都”，则是成都本地社会内部广泛认同的一种空间界定方式，即以“三环”为核心地理象征分割“本地/非本地”。
- 这里“从小到大耳濡目染的就是成都人都觉得三环以外的不算成都的”，直接体现了集体的空间认知共识，不是官方行政意义上的划分，而是文化情感层面的分区。
- 没有提及其他如家族根基、行政归属等标准。

第四步：输出结果  
输出：认同逻辑1"
话说什么是土著，我认为从爷爷辈土生土长开始才算是土著，那些从外地拿到成都户口或者父母辈从外地来定居生下的娃娃，然后很骄傲的弯酸，这种不算，并且所谓的成都人假打90%以上都是这种人,认同逻辑3,"- 成都（城市名）
- 爷爷辈（家族世代）
- 外地户口人群
- 父母辈移民后代

第二步：为每个命名实体匹配论点  
- 作者认为“从爷爷辈土生土长开始才算是土著”，强调家族世代深度。
- 作者否定“从外地拿到成都户口”或“父母辈从外地来定居生下的娃娃”的“土著”身份，并对他们的自我认同（“很骄傲的弯酸”）表示不认同。
- 作者认为大部分自称“成都人”的人实际上并非“土著”。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- 明确以“爷爷辈土生土长”作为“土著”身份的必要条件，强调家族历史根基和世代传承，典型的家族历史根基认同逻辑。
- 对“外地户口”和“父母辈移民后代”的否定，进一步强调了家族世代的深度和本地性，排斥了通过行政手段或迁移获得的身份认同。
- 隐含了对“假冒”土著的反感和对“真正”土著身份的维护。

第四步：输出结果  
输出：认同逻辑3"
我觉得哪个地方的土著都会多少有点优越感吧……毕竟是土生土长本地人 对吧,认同逻辑3,"- 土著
- 本地人

第二步：为每个命名实体匹配论点  
- 作者认为所有地方的“土著”都会有“优越感”。
- 强调“土生土长”是“本地人”的重要特征。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- 强调“土生土长”，即家族历史根基，世代居住，以此来定义“本地人”，并认为这种长期扎根带来优越感。

第四步：输出结果  
输出：认同逻辑3"
我没觉得喃，每次回去都觉得多亲切的，被烧的时候一点感觉都没有，我还是土生土长成都女娃儿，一点口音都没有，一样被烧,"认同逻辑3, 认同逻辑4","- 成都（整体城市）

第二步：为每个命名实体匹配论点  
- 作者强调自己是“土生土长成都女娃儿”，并且“一点口音都没有”。
- 即使被“烧”（这里指烤火，表达对成都冬天天气寒冷的一种感受），也没有感到不适。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- “土生土长”强调家族历史根基，即长期居住和成长于本地。
- “一点口音都没有”则侧重于语言文化识别性，强调自己与本地语言的无差别性。
- 整个语境是表达对成都的强烈认同感和归属感，而这种认同感是建立在家族历史和语言文化的基础上的。

第四步：输出结果  
输出：认同逻辑3, 认同逻辑4"
反正我三环外的不是成都人,认同逻辑1,"- 三环外（区域）
- 成都人（身份）

第二步：为每个命名实体匹配论点  
- 作者明确表达：“三环外的不是成都人”，以“三环”作为划分本地人与非本地人的标准。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- 明确指出一种社会习惯性区域认知——“三环”以内才算真正的“成都”，以此划分本地人与非本地人。

第四步：输出结果  
输出：认同逻辑1"
我同学说二环外的都是农民,"认同逻辑7, 认同逻辑1","- 二环（地理分界线）
- 农民（职业类别）

第二步：为每个命名实体匹配论点  
- 作者同学认为二环外的人都是农民，用二环作为城市与农村的界限，并且将二环外的人群简单归类为农民。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- 通过空间划分（二环内外）与职业类型（农民）的对应，将“本地”身份与城市生活、非农业职业联系起来。
- 此处体现了一种简化的社会空间认知，与职业类型强关联。

第四步：输出结果  
输出：认同逻辑7, 认同逻辑1"
歧视三环外的多，还是学生偏多,认同逻辑1,"- 三环外（区域名）
- 学生（人群）

第二步：为每个命名实体匹配论点  
- 存在对“三环外”的歧视现象。
- 歧视者主要为学生群体。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- “歧视三环外”体现了社会习惯性区域认知，即“三环以内”才是“本地”或“真正的城市”，而“三环外”被视为“非本地”或“郊区”。
- 这种“歧视”是对“三环外”空间认知的否定性评价，以及对“三环内”空间认知的强调。
- 虽然提及“学生”是歧视的主体，但歧视的核心在于对“三环外”地域身份的界定。

第四步：输出结果  
输出：认同逻辑1"
成都土著的优越感是最强的，没有之一那种。比如他们在强调自己血统纯正的时候，往往会在前面加上土著或土生土长这样的词语。外地的不用说了，还没资格让土生土长的5城区成都人看不起，有资格被看不起的，首先你要是三环外但是大成都的弯脚杆和211，或者是后面来但是获得了成都省护照的新成都。,"认同逻辑3, 认同逻辑1, 认同逻辑2","- 成都土著
- 5城区成都人
- 三环外的大成都弯脚杆和211
- 成都省护照的新成都

第二步：为每个命名实体匹配论点  
- 成都土著：拥有强烈的优越感，强调血统纯正。
- 5城区成都人：是土生土长成都人的代表，拥有看不起他人的资格。
- 三环外的大成都弯脚杆和211：被视为有“资格被看不起”的对象之一。
- 成都省护照的新成都：被视为有“资格被看不起”的对象之一。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- “土著”、“土生土长”体现了家族历史根基，强调世代居住的血统纯正性，具有典型的家族历史根基认同逻辑。
- “5城区”代表了核心区域，体现了社会习惯性区域认知，即对城市内部空间类别的划分和认知，以及由此产生的身份等级差异。
- 对“三环外的大成都弯脚杆和211”以及“成都省护照的新成都”的贬低，表明作者认为行政归属（大成都）或获取本地户籍（成都省护照）并不能赋予“本地人”的身份认同。

第四步：输出结果  
输出：认同逻辑3, 认同逻辑1, 认同逻辑2"
成华区二环内土著 几十年了没觉得啥子,"认同逻辑3, 认同逻辑1","- 成华区二环内（区域名）
- 土著（作者自称）

第二步：为每个命名实体匹配论点  
- 作者自称“成华区二环内土著”，强调自己是本地人，且是核心区域的“土著”。
- “几十年了没觉得啥子”，表达了对自身身份的自然态度，没有特别的感受。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- “成华区二环内土著”直接表明了作者的家族历史根基和空间归属感，强调“土著”身份。
- 这里的“没觉得啥子”可以理解为对“本地人”身份的习以为常，也隐含着对自身身份的自信。

第四步：输出结果  
输出：认同逻辑3, 认同逻辑1"
我是成都土著，我觉得还好！说实话哈，只是确确实实有一点受不了一些口音。但是不存在什么问题强强联合，成都本地人也很多撇火药哈。,认同逻辑4,"- 成都土著（作者自称）

第二步：为每个命名实体匹配论点  
- 作者自认为“成都土著”，表达自己对“土著”身份的认同。
- 提及“受不了一些口音”，表达对某些非本地口音的不适。
- 强调“成都本地人也很多撇火药哈”，说明本地人也存在性格上的多样性。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- “成都土著”的自称体现了家族或个体的本地根基，但未详细展开代际等家族深度。
- 主要着重于“受不了一些口音”，即用口音、语言作为区分“本地人/非本地人”的实际体验，表达了语言/文化识别是自己衡量本地性的隐含标准。

第四步：输出结果  
输出：认同逻辑4"
三环外的弯脚杆咋个敢嫌弃哪个,认同逻辑1,"- 三环外（区域名）
- 弯脚杆（区域别称）

第二步：为每个命名实体匹配论点  
- “三环外”、“弯脚杆”被用作与“本地核心区”相对立的象征，隐含了一种对三环外区域的“非本地”身份的暗示。
- “咋个敢嫌弃哪个”一句反问，体现了对那些嫌弃三环外区域的人的不满，暗示了一种对“本地”认同的等级划分。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- 通过区域划分（三环内外）来区分“本地”和“非本地”，带有明显的社会习惯性区域认知，体现了“三环内才是本地”的集体认知。
- 使用“弯脚杆”这个地方性称谓，更强化了这种空间界定的本土色彩。

第四步：输出结果  
输出：认同逻辑1"
本土著去年底刚从市中心搬到天府新区 只能说三环内土著不歧视外地人但歧视三环外人,认同逻辑1,"- 市中心
- 天府新区
- 三环内
- 三环外

第二步：为每个命名实体匹配论点  
- 本土著从市中心搬到天府新区，表达了空间位置的变化。
- 三环内土著不歧视外地人，但歧视三环外人，体现了一种基于区域的身份界限和歧视。

第三步：分析每个观点表述背后隐藏的认同逻辑  
- 这句话的核心在于“三环内土著”对“三环外人”的歧视，体现了社会习惯性区域认知（Vernacular Spatial Authority）——以三环作为本地认同的界限。
- 这种认知被作者明确指出，是三环内“土著”的共识，暗示了“三环”这个地理象征在本地身份体系中的重要地位。
- 没有涉及到家族、行政、语言、社会关系等其他认同逻辑。

第四步：输出结果  
输出：认同逻辑1"
