text,Golden,RL_Types,golden_parsed,predicted_parsed,error_type
我也不知道我算不算成都人，爸爸是成都人，爷爷奶奶也生活在成都，我户口在成都。但是妈妈是外地人，我爸妈都在我妈妈的城市工作。从小我跟着爸妈在我妈妈出生的城市生活，小时候放假回成都，和小朋友玩要被骂乡巴佬，所以导致我小时候不愿意回成都，一直到读研才回的成都，读完研就出国了，现在回成都快3年，不太会说成都话，听得懂，但愿意说四川话，总被同事说我说的四川话有口音，我也一直对成都没有认同感。,134,"输出：[认同逻辑3], [认同逻辑2], [认同逻辑4]","{1, 3, 4}",set(),missed
一个口音，一个面，我们天天被网暴，门都不敢出,4,输出：[认同逻辑4],{4},set(),missed
就是。。。基本上现在接到那些骚扰电话都是外地口音哎，不是歧视外地人，只是觉得如果他们回老家，做点其他工作，也比鼓捣留在成都打骚扰电话好嘛,47,"输出：[认同逻辑1], [认同逻辑4], [认同逻辑7]","{4, 7}",set(),missed
之前在成都上学遇到两个女的 就不是成都人 四川其他地方的 非要说自己是成都人 只是亲戚在双流买了房子而已各种也装的要死 我真的想问这有什么好优越的吗自己的土生土长的地方都不承认,3,"输出：[认同逻辑1], [认同逻辑3], [认同逻辑6]",{3},set(),missed
我也想说，我那个农村老板在成都买房了，经常给我说我现在也是成都本地人了，创业初成功经常在那吹嘘自己🐮逼，神戳戳的，他不在别的同事面前说他是成都户口了因为其他人不是土著,26,"输出：[认同逻辑2], [认同逻辑3], [认同逻辑6]","{2, 6}",set(),missed
我倒觉得是外来的多了故意在那点火，成都越扩越大本来对我爸妈这种老一辈是不好区分的，现在离成都二三环内天远地远的地方也叫成都，结果一导航开过车过来还要老半天比去隔壁几个市坐高铁时间都长还不如说原来的某某地名好记，老一辈是不习惯啊，然后就说歧视了,1,输出：[认同逻辑1],{1},set(),missed
并没有啊，成都有钱的又不一定是土著，绝大部分土著只是不愁房子住，另外有多余的房子可以出租出去，所以工资那么低很多人还是过得很开心月收入足够支撑不错的生活水平了。成都人天生一副你有钱那是你的事，我不去羡慕各过各的谁也不碍着谁所以大家才悠然自得，那些个有钱的区域又不属于是给土著的，多是外地赚了钱来成都消费或者安置的,46,"[认同逻辑3], [认同逻辑6]","{4, 6}",set(),missed
我崇州的嘛 我们身边的人被问到是哪里的 都直接说崇州 不会说是成都的从小到大耳濡目染的就是成都人都觉得三环以外的不算成都的,1,"输出：[认同逻辑2], [认同逻辑1]",{1},set(),missed
话说什么是土著，我认为从爷爷辈土生土长开始才算是土著，那些从外地拿到成都户口或者父母辈从外地来定居生下的娃娃，然后很骄傲的弯酸，这种不算，并且所谓的成都人假打90%以上都是这种人,3,"输出：[认同逻辑3], [认同逻辑2]",{3},set(),missed
我觉得哪个地方的土著都会多少有点优越感吧……毕竟是土生土长本地人 对吧,3,输出：[认同逻辑3],{3},set(),missed
我没觉得喃，每次回去都觉得多亲切的，被烧的时候一点感觉都没有，我还是土生土长成都女娃儿，一点口音都没有，一样被烧,34,[认同逻辑3],"{3, 4}",set(),missed
反正我三环外的不是成都人,1,输出：认同逻辑1,{1},set(),missed
我同学说二环外的都是农民,17,输出：认同逻辑7,"{1, 7}",set(),missed
歧视三环外的多，还是学生偏多,1,输出：认同逻辑1,{1},set(),missed
成都土著的优越感是最强的，没有之一那种。比如他们在强调自己血统纯正的时候，往往会在前面加上土著或土生土长这样的词语。外地的不用说了，还没资格让土生土长的5城区成都人看不起，有资格被看不起的，首先你要是三环外但是大成都的弯脚杆和211，或者是后面来但是获得了成都省护照的新成都。,137,"输出：[认同逻辑1], [认同逻辑3], [认同逻辑6]","{1, 3, 7}",set(),missed
成华区二环内土著 几十年了没觉得啥子,13,[认同逻辑3],"{1, 3}",set(),missed
我是成都土著，我觉得还好！说实话哈，只是确确实实有一点受不了一些口音。但是不存在什么问题强强联合，成都本地人也很多撇火药哈。,4,输出：[认同逻辑4],{4},set(),missed
三环外的弯脚杆咋个敢嫌弃哪个,17,输出：认同逻辑1,"{1, 7}",set(),missed
本土著去年底刚从市中心搬到天府新区 只能说三环内土著不歧视外地人但歧视三环外人,1,输出：认同逻辑1,{1},set(),missed
三环边边 不敢说是土著 走到一环二环都说进城 不敢开车 怕遭说,1,"认同逻辑1, 认同逻辑3",{1},"{1, 3}",spurious
三环外不配，而且可能还同时被外地人歧视,1,输出：[认同逻辑1],{1},set(),missed
作为一环路穷土著我真没觉得我有优越感，但是遇到一部分四川其他地方的朋友就会暗戳戳地想象“她是不是有优越感”，我成都朋友在外面说个成都话，都会被不知情的人指责她学成都口音装成都人,14,"输出：[认同逻辑1], [认同逻辑3], [认同逻辑4]","{1, 4}",set(),missed
怎么说呢，我老家是成都郊区的，跟父母常年住在成都的，每次别人问我，我都说我是某郊区人别人都会说：成都人哦！感觉阴阳怪气的,1,"输出：[认同逻辑1], [认同逻辑2]",{1},set(),missed
不知道 但是知道土著一直在被其他人嘲讽口音 不知道有什么好笑的 特别是那个电炒饭...,4,输出：[认同逻辑4],{4},set(),missed
成都人都很和蔼都不会歧视外地人，反而是外地人比较歧视和排挤成都人吧，出去上班熟都不熟就开始问你，你们屋头有几套房？你们屋头有几套房你还出来上班啊？还半工半读那么努力？何必把你们平时生活中的不如意归结在成都本地人身上，作为一个正常人，这样的提问方式请问礼貌吗？而且外地的都很有钱，能够买的起房，给得起彩礼，我们成都的有几个买的起房给得起彩礼嘛我们哪里敢有优越感，我二环的，我们去春熙路一般都说进城,16,"输出：[认同逻辑1], [认同逻辑6]","{1, 6}",set(),missed
不知道什么时候开始我们老成都人就开始被人骂看不起人了，大多是普通家庭的老成都谁管你哪来的，为什么说成都包容度大就是不管别人的事啊，归属感不强不融入当地不是本地人的错,4,"输出：[认同逻辑1], [认同逻辑3]",{4},set(),missed
一般说弯脚杆都是因为他们先挑衅，攻击你家乡你也不乐意啊，说成都的面最难吃，成都二环内市区破烂，口音难听，做人假打...真的成都人才是每天被外地人歧视,147,"输出：[认同逻辑1], [认同逻辑4]","{1, 4, 7}",set(),missed
我也三环外甚至都不会说自己是成都人，除非给外地人介绍时再加个成都成都土著一般指的中心城区吧,1,输出：[认同逻辑1],{1},set(),missed
因为我们二环的一般没事不进城，就在我们这个偏僻的地方玩,1,输出：认同逻辑1,{1},set(),missed
怎么说呢？成都人其实真的不排外，也不歧视，但是有一点就是他们爱喊三环外的弯脚杆，老一辈传下来的吧！因为三环外就变口音了，但是平时还是相处很好，有时候给朋友开玩笑也会说你个批弯弯叉河过来得 ，其实就是开玩笑没有歧视意思，现在年轻人还好，应该就是老一辈带下来的口头禅，我是这样理解的,147,"输出：[认同逻辑1], [认同逻辑4]","{1, 4, 7}",set(),missed
哈哈哈哈 我土著我倒是还好，但我身边的土著亲戚朋友 确实看不起外地的 而且三环外的都不行 我亲戚还说我男朋友是农转非,12,"输出：[认同逻辑1], [认同逻辑2], [认同逻辑3]","{1, 2}",set(),missed
大邑不算，土著是一二三环内,1,输出：[认同逻辑1],{1},set(),missed
以前主要是大邑口音真的重，现在还好了吧现在在成都的外地人特别歧视成都土著,4,输出：认同逻辑4,{4},set(),missed
我爷爷老家是大邑县那边的，但是现在我爷爷的全家亲戚都已经全部搬到成都来了，并且有可能是我们沟通交流确实比较少，我印象当中他们没有过说可能要回到祖籍地去探望一下之类的。然后到我爸爸这一代就已经开始说自己就是土生土长成都人了。,3,输出：[认同逻辑3],{3},set(),missed
……如果北京上海土著来到成都也是外地人，是不是也歧视人家思想意识 口音 和穿着品味,4,"输出：[认同逻辑1], [认同逻辑4]",{4},set(),missed
成都二环内土著，问就是没优越感，我也没什么社交圈子，有几个朋友，大多不是本地人，也没觉得啥,13,输出：[认同逻辑3],"{1, 3}",set(),missed
没有什么优越感。土著，从长顺街出来的，从上班就开始羡慕当年周边的城乡结合部，有分红，有拆迁，有土地。到现在40+，就羡慕从农村来的，过年可以回乡下放火炮，杀猪，天然无污染环境。读以前的锦小时，很多同学都是军区后勤的家属，也羡慕啊，什么都有优待。反正，没有觉得土著有太多优越感，不过还是很怀念以前长顺上街，中街以及长发街附近的老邻居些。,16,"输出：[认同逻辑6], [认同逻辑1]","{1, 6}",set(),missed
我家反正是三环外城乡结合部，周边啥都有反正不进城里玩一般,1,输出：认同逻辑1,{1},set(),missed
有歧视的老土著挺多的，尤其是住在那种老破小的中年和老年人当然肯定也有很友好的土著，但是那种谈到三环外的5句话就有弯脚杆的土著占比还是很多,167,输出：认同逻辑1,"{1, 6, 7}",set(),missed
好像！！？你说的有道理！！！不过成都土著没有拆迁户过的轻松就不明白这优越感哪里来的hhh,6,输出：[认同逻辑3],{6},set(),missed
其实从小学到上班，身边就很多外地同学同事了。更不用说上班快十年，几家公司，只遇到过几个本地人。外地朋友些太多了哈，正常普通人没得啥子优越感的，大家都是打工人。但是有些拆迁户老嬢嬢是会有些优越感，让人觉得烦。外地朋友觉得不舒服可以不用理她们。还有结婚的问题，其他人我不晓得，但是我们这一批基本都是同学介绍的，所以大部分年纪都同年或者差不多，所以本地结婚的多。但是也有嫁到外地和取外地姑娘的同学，都是有的哈，不要说的那么笃定。,6,输出：[认同逻辑6],{6},set(),missed
都江堰的在成都上班，被别个说我的口音好难听我想说关你毛线事，我爱咋咋说。有些人都不想多说,4,输出：[认同逻辑4],{4},set(),missed
土著的优越感不在于房子，在与全家上数下数几代人都在一个地方，逢年过节大家庭聚会其乐融融，说着成都话聊着生活过往，文化认同一致，口味一致，大家族氛围很有趣。优越感在于对城市的了解，变迁了如指掌，从小长的的区域每条路都是记忆和故事。优越感在于一起长大的同学朋友三十年后还是在一起吃吃喝喝而不是各自纷飞鸟兽散。优越感在与成都是我们以及我们的祖辈的家，我们看它在生长，有好的也有不太好的，但是我们都热爱它。什么买了几个房子值多少钱，只有外地人才锱铢必较....因为成都人都有房子，不管好坏，住着舒服就好，没那么大物欲。,346,"输出：[认同逻辑3], [认同逻辑4], [认同逻辑6]","{3, 4, 6}",set(),missed
哈喽冒昧了，同成华区土著三代成都人，本人条件能看口音可查，能了解一哈不,34,"输出：[认同逻辑3], [认同逻辑4]","{3, 4}",set(),missed
有，比上海更甚，直接对你说你说的话（口音）他们听不懂，是哪个县份上的,4,"输出：[认同逻辑4], [认同逻辑1]",{4},set(),missed
可能外地人不希望自己孩子一口四川话吧 毕竟这口音真的好难听 还联姻都用上了,4,输出：[认同逻辑4],{4},set(),missed
有每平方米一万以下的 一二环 老小区00年那种,16,"输出：认同逻辑1, 认同逻辑3","{1, 6}",{3},missed
毕竟好多家庭 不见得可以拿出一两百万买一个环境好点 还在二环内的房子 毕竟我爸妈在成都工作这么久 基本都在一二环内 朋友也在附近 买到郊区肯定不现实 买一二环的房子改造是最好的方案了,16,"输出：[认同逻辑5], [认同逻辑6]","{1, 6}",set(),missed
我也一直以为只要是哈尔滨辖区内不管市里还是县里的都可以算是哈尔滨市的人 直到我在小红书看到有人说县里的都是农村的 不属于哈尔滨人 他们老哈尔滨人只有道里的,2,"输出：[认同逻辑1], [认同逻辑2]",{2},set(),missed
但是区和县还是不一样的，周边县市的只说自己是哈市的，也没什么，毕竟属于哈市辖区范围内，但是说自己是主城区土生土长的，也挺搞笑的。,1,"输出：[认同逻辑1], [认同逻辑2]",{1},set(),missed
肯定不算北京人啊，说话口音也不像，文化背景也不同,4,[认同逻辑4],{4},set(),missed
我家是双城的，后来工作考到了南岗。首先声明我一直说我是双城人，放心我没有说我是哈尔滨。最近在抖音上看到，因为口音然后有这种区分争论。其实按行政归属来说，9区12县的都可以说自己是哈尔滨的呀。看到抖音这些争论，我更要说我是双城人了，我从来没有觉得说是哈尔滨人能为我提升什么档次。也没有觉得说双城有什么羞愧的。别人说可能也只是为了方便别人知道家乡大概是什么位置。另一方面，每一个城市的发展都是由在本城市同生活奋斗的人一起共同努力的。无论你是老哈尔滨人还是新哈尔滨人。,2,输出：[认同逻辑2],{2},set(),missed
周边县就是不是哈尔滨呀，我爸老家就是宾县，没有人认为宾县=哈尔滨，在那住的也会区分，而且开车要出城，开高速才能到，都说来哈尔滨和回宾县。至于呼兰阿城双城，更不是一个地方了。小时候坐火车到呼兰要一个小时。我姥姥家行政上属于黑河下面的市，但是从来不会认为这是黑河的一部分，都是各叫各的，我也不认为我去过黑河。只有市区才算是这个市啊。,1,"输出：[认同逻辑1], [认同逻辑2]",{1},set(),missed
那个某某区是指哪个区 把他除外那他到底归属于哪个市 而且我也说了 就这种观念简直是无法理解 你说电视上说一个区除外可以 但还有周边那么多县呢 你自己搜搜这种帖子评论下边有多少这种想法 县也不算哈尔滨的 个别的区也不算哈尔滨的 有些“老哈尔滨人”一个劲把这些都排除 那我就想问问这些你们不承认的地方他到底属于哪啊 他是属于大庆的？齐齐哈尔的？,2,"输出：[认同逻辑2], [认同逻辑1]",{2},set(),missed
您大可不必费心向我论证哈尔滨市区的'高贵血统'。你们用口音腔调以及习惯当身份标尺，把市政惠民政策当作地域分界线，这种自诩优越的戏码实在令人莞尔。按这个逻辑，红肠是不是都得查查是不是县里生产的呀？要是县里生产的，那是不是都不能叫哈尔滨红肠？还有冰雪大世界售票规则不过是行政划分的产物，怎么就成了贵贱判书？作为大庆人，我们倒有个朴素的认知：五区四县同属一座城，油田子弟和湿地农家的孩子都在磕头机旁长大。这里的文明尺度从不丈量户口本上的地址——毕竟真正的体面，向来与敲键盘贬低他人的姿势成反比。,467,输出：[认同逻辑3],"{4, 6, 7}",set(),missed
一个哈尔滨还分起来是不是正不正宗的哈尔滨人了市里的房价也没比我周边县城贵多少什么时候贫富差距大到北上广那样再来分吧,16,"输出：认同逻辑5, 认同逻辑6","{1, 6}",{6},missed
说嗯呐的不属于哈尔滨市里的,4,"输出：[认同逻辑1], [认同逻辑4]",{4},set(),missed
我明白你的意思，但是哈尔滨市中心就在博物馆转盘道是因为沙俄来搞的城市建设就是做的跟铁路线平行后选择以那个地方为中心，沿东西大直街向路两边两边建设。正因为这地方是最老的市中心，所以省政府市政府一开始都在这里，省博物馆在这儿，老的哈一百在这儿，哈工大最老的楼也在这儿，两个大教堂也在这儿。中央大街属于是辅助的娱乐购物区域，对于沙俄人来说教堂才是他们生活的重点，博物馆加革新街总共两个教堂就因为它这地方重点。而你说的老道外那边是老哈尔滨人的聚集区，属于是本地人的市中心，但是它不是城市发展建设的市中心。哈尔滨是因为铁路而兴起的城市，所以真正的市中心一定是离铁路不远的。,1,输出：认同逻辑1,{1},set(),missed
这个范围内的才叫本地人。。。我爷爷辈是肥东的当初来市区还要花钱买合肥户口才行。我出生时在省立医院步行街那个。那时候合肥人口才一百来万。我上学是工大附中。合肥工业大学就在现在南一环那。大学墙外就是农村田地，我们小时候爬墙过去炸菜地，趴祖坟。就那时候我们还被人说是郊区的。所以你觉得真的老合肥有多少人,13,"[认同逻辑3], [认同逻辑2], [认同逻辑1]","{1, 3}",set(),missed
合肥一直都是移民城市，我93年到合肥，从幼儿园到高中，班上所谓纯正的合肥人就没几个，基本都是90年代跟着父母来的，都是普通话交流，合肥话都不会讲，你这些本地同事基本也应该是小时候移民过来的为主，就像我们这些人在别人看都是本地的，因为幼儿园就来了，但是其实也不是土生土长的,3,"认同逻辑1, 认同逻辑3, 认同逻辑4",{3},"{1, 3, 4}",spurious
发展起来的晚，年纪大一点的普遍受文化教育水平不高，很多拆迁户（没有歧视的意思，但确实老年人较多 素质确实有待提高）,4,输出：[认同逻辑6],{4},set(),missed
还有交通特别乱，机动车从不让行人，电动车逆行，到处乱窜不遵守交通规则,5,输出：,{5},set(),missed
你牛我是庐阳区读书长大的，我觉得口音最容易分辨的 只要接触的人足够多。。进阶一点就是长相气质 不同地域人外貌特点差异很明显 我只能看出来南方人北方人 西南方和中部地区的差异，以前有个同事看人 能细分到周边两三个省份的程度,4,"输出：[认同逻辑4], [认同逻辑1]",{4},set(),missed
啊？我03年的，我妹12年的，我们一家人平时交流都是合肥土话周围的亲戚基本上也都讲合肥话,4,输出：[认同逻辑4],{4},set(),missed
哈哈，新来的都在疯狂踩老城区，因为他们恰好赶上的房价最高的那一波,5,输出：[认同逻辑6],{5},set(),missed
土生土长合肥人表示14年以前根本舍不得离开合肥，好爱这个城市，14年以后越来越不爱在合肥待着了，每年想办法溜出去给自己放假，感觉每个城市都比合肥新鲜，没有繁杂的交通环境，不用走在过个马路和各种电瓶车碰撞,5,"输出：[认同逻辑3], [认同逻辑5]",{5},set(),missed
合肥的人口这几年聚集太多了，整体管理还是有很大脱节的，比如停车问题就很糟糕。而且本地人也不少的，但和深圳不一样，本地人很少吃到房价上涨带来的资产增加，跟外地人组成新合肥人相比，竞争力相对不足,6,输出：认同逻辑6,{6},set(),missed
说实话，我们这一代当时强制普及普通话，天天做这个黑板报，我们能听懂合肥话，但是说出来总是怪怪的，我妈还问我是哪里的口音,4,输出：[认同逻辑4],{4},set(),missed
合肥四个行政区啊，为什么合肥人都爱把这种高新区说成行政区,2,输出：[认同逻辑2],{2},set(),missed
因为高新区有自己的学区啊，而且管委会管理行政事务，居民办事也不去蜀山区啊，房产证也是高新区，就一个身份证是蜀山区,2,"输出：[认同逻辑2], [认同逻辑5]",{2},set(),missed
合肥土著告诉你，政务区只是从经济上划分的独立区域，行政上依然是属于蜀山区。往大了说就像深圳和国家的关系一样，深圳是经济特区的同时，它也是国家的城市区域，但它代表不了国家（ps：包括大部分合肥本地人提到天鹅湖都是说蜀山区天鹅湖）,12,"输出：[认同逻辑2], [认同逻辑1]","{1, 2}",set(),missed
首先看你怎么定义发展，1.政府意义上发生最好的肯定是包河区，一系列数字亮瞎眼；2.从产业就业角度，发展好的是高新区，平头百姓家靠个人努力能达到的高度；3.从个人体验上来说，感受发展最好的是政务区，相对比较新，配套也成熟，居住体验不错。4.从真正的功能体验上来说，外围的发展和我护城河内的老居民来说关系不大，顶级的教育质量、医疗配套、核心商业都有，房子要那么大干什么？舒服便捷第一位，送孩子上学步行；去省立安医不用一去就要花半天；晚上饿了下了楼走5分钟就有的烟火气；单位大院邻里的热火劲；父母年纪大了东西拿不动时都能碰到孩子发小搭把手的远亲不如近邻的熟人圈。,6,"输出：[认同逻辑1], [认同逻辑2], [认同逻辑5], [认同逻辑7]",{6},set(),missed
土生土长庐阳区人 虽然是老城区 但交通吃喝真的很方便 习惯了,3,"输出：[认同逻辑3], [认同逻辑5]",{3},set(),missed
没有，我土生土长合肥蜀山区人就喜欢绿化好人少的居住环境，所以大蜀山附近和滨湖是我买房首选,3,"输出：[认同逻辑3], [认同逻辑5]",{3},set(),missed
瑶海排除，乱死了尤其龙岗这边长江批发市场这里，绿灯过斑马线一堆开电瓶车运货的一点也不看，就上来撞人,7,输出：[认同逻辑5],{7},set(),missed
我也住城区，但是近综合交通，你自己试试下高架5分钟就到家多舒服了,5,输出：[认同逻辑5],{5},set(),missed
"个人感觉目前济南市区的范围:
 东线: 凤凰路-凤凰北路（东边发展太快，二环东肯定打不住了）
 西线: 二环西高架（说纬十二-郎茂山路也可以）
 南线: 二环南高架（无任何争议）
 北线: 北园高架-工业北高架（无任何争议）
 欢迎理性讨论，拒绝无脑发言。该区域划分按照济南现有发展程度所制，无任何地域歧视",15,[认同逻辑1],"{1, 5}",set(),missed
我小时候从济钢到市区叫做“去济南”。……而且还要坐火车去“济南”，那时济钢桥头有个374车站，编号是距离青岛站374公里的意思，后面改叫韩仓站，现在废弃了。后来有了8路、10路公交车……现在公交、地铁一应俱全，不过不超过CBD（原二钢）还是电瓶车最方便,1,"输出：认同逻辑1, 认同逻辑5",{1},{5},missed
坐标槐荫……86年……小时候我们在机务段做火车去市里……,1,"输出：[认同逻辑1], [认同逻辑3]",{1},set(),missed
我知道济南历史文化名城，论经济青岛不算是后起之秀吗，济南现在历下市中发展比较好，资源倾斜都感受不到吗，我遇到的都按发展谈论市区，可能和年轻人讨论比较多，基本都看发展，大家公认青岛发展会比济南好，但现在新建地铁，可能也是新机遇,5,输出：[认同逻辑5],{5},set(),missed
94年的，小时候住大明湖附近，感觉济南最西是现在和谐那边，最东是甸柳庄，最北是洛口，最南是东八里洼。那时候跟爸爸回章丘爷爷家，过了甸柳庄都是土路....以至于我家搬到奥体附近住十多年了，去泉城路玩都还叫去市里哈哈,1,输出：[认同逻辑1],{1},set(),missed
我06的，家在市中区，现在往泉城路还习惯说是去市里,1,"输出：[Family Rootedness], [Vernacular Spatial Authority]",{1},set(),missed
所以并不是所有的老济南人都认准那一块，你要搞清楚，就天桥槐荫那块小时候呆了20年，等有钱买房了第一时间搬到领秀城附近，这才是老济南的缩影,1,"输出：[认同逻辑1], [认同逻辑3], [认同逻辑5]",{1},set(),missed
应该得去掉一大半，老济南只有护城河里面那一块吧，我们这是里这样说的～所以老济南画个小圈圈就好啦。不过2022年的济南市区确实大了不少，听我爸说济南扩建了好几次才有了现在的济南。现在莱芜章丘也并入济南了吧?济南越来越大啦，市区肯定不能那么一点点啦～毕竟是省会，不发展一下如何是好，对吧?,12,"输出：[认同逻辑1], [认同逻辑2]","{1, 2}",set(),missed
我爷爷说护城河以里是济南，我姑姑嫁去全福都觉得是『闺女嫁外头去了』…80后（我）觉得市区还是二环里，下班回家觉得过来二环东才算进市区…当然了，东部发展的比其他地方都快，是二环南二环北二环西都比不上的，但内心还是觉得，那是『二环外』,1,输出：[认同逻辑1],{1},set(),missed
批发市场不是市区吗？？你家的批发市场在农村啊？？,1,输出：[认同逻辑1],{1},set(),missed
章丘人，上了大学说自己是济南的，别的区的觉得我碰瓷。。。。。说的和我们很想并入你们一样章丘市不比区大气啊？,2,"输出：[认同逻辑1], [认同逻辑2]",{2},set(),missed
呃，有没有想过被划进来的也不喜欢济南啊，纯纯被济南吸血光靠济南市区早就让烟台超了,12,输出：[认同逻辑2],"{1, 2}",set(),missed
老槐荫的传统思想，十二马路以西，纬一路以东，经一路以北，十一马路以南都比较偏你说二环外？那就是农村啊,1,输出：[认同逻辑1],{1},set(),missed
差不多吧，这个和济南公共交通建设网络有关系吧，地铁基本上就围着城郊走一圈，市区去东南西北如果乘坐公共汽车或者打车也蛮麻烦的,5,输出：,{5},set(),missed
我小时候住大观园，那时候觉得就是市中心了最南到英雄山，最北到长途汽车站，东边到101终点站，最西到十二马路生活区域就这么点，到现在我老公还说我一个济南人哪里的路都不认识。。。我想说我只认识一个圈,1,输出：认同逻辑1,{1},set(),missed
最近又出了双层公交车，线路好像就是走历城区那块，我一个室友就是历程的，她拍了视频给我们特意强调这是她们那边的双层公交车，我很不能理解，双层公交我记得小时候经常坐，都不觉得是多么稀罕的东西了，然后双层公交没了几年，现在又出来了，她给我们几个小时候就经常坐的同学显摆，我们都不好意思说我们之前就坐过,1,"输出：[认同逻辑1], [认同逻辑3]",{1},set(),missed
龙洞似乎并不介意自己属不属于济南市区，只知道自己最贵就可以了,5,输出：认同逻辑2,{5},set(),missed
你画的小商品批发市场有汽车站有动物园的 也不算市区啊,5,[认同逻辑1],{5},set(),missed
很小的时候去济南，觉得历城就是郊区了，至于莱芜，我们本来就是刚合过去的，大多数的莱芜人在归属感上还是认同自己是莱芜人，个人观点不喜勿喷,1,"输出：认同逻辑1, 认同逻辑2",{1},{2},missed
确实，我爸甚至还能分辨出东西南北四关的口音差异，到我连章丘和济南口音都分不出来，完全理解不了这么小的地方怎么会有口音差异呢,4,输出：[认同逻辑4],{4},set(),missed
一部分在历下一部分在历城吧 高新不是行政区划啊,2,输出：[认同逻辑2],{2},set(),missed
历下:设施齐全去哪里都方便 市中:万达大观园老商埠偶尔逛逛 天桥:小时候买衣服长大了搞装修偶尔去逛农贸市场 高新:都是上流社会的人 绿化挺好 槐荫:大剧院西客站宜家（？忘了是不是在槐荫了） 历城:没去过但是知道在市里 章丘长清平阴:已经不在市里了,15,输出：[认同逻辑1],"{1, 5}",set(),missed
啥叫市中心 和传不传统没关系啊 具有文化教育医疗商业在城市领先的地方才是市中心啊 cbd在哪哪就是呗,5,"输出：[认同逻辑1], [认同逻辑5]",{5},set(),missed
哈哈哈 我也是家里三代都在市区 对老南昌人来说市中心就是八一广场附近的商圈 我小时候念的育新嘛 就很夸张 说三十四年以前 二七北路都是郊区,13,"输出：[认同逻辑1], [认同逻辑3]","{1, 3}",set(),missed
老南昌人，现在从红谷滩区老城区还是习惯说“去市内”,1,输出：认同逻辑1,{1},set(),missed
市中心是八一广场那边 所谓的一环二环也是八一为中心往外扩散 说红谷滩的 真的笑死,1,输出：[认同逻辑1],{1},set(),missed
红谷滩我小时候是荒郊野岭，后来新城区建起来了，现在如果你要拿出去比面子，用红谷滩那块没毛病，但是你要问我们本地人，市中心一定只会是八一广场，我小时候对南昌的记忆也一定是那边,1,输出：认同逻辑1,{1},set(),missed
土生土长南昌人告诉你，南昌的市中心是东湖区八一广场中山路孺子路等那一片，红谷滩以前很荒废，后来发展起来的，所以红谷滩那边很多外地人，但现在确实红谷滩发展的很好,15,"输出：[认同逻辑1], [认同逻辑3]","{1, 5}",set(),missed
说红谷滩是市中心真的觉得搞笑，就算不是土生土长的，听下交通广播都知道，从八一大桥去往红谷滩叫出城方向。,1,输出：认同逻辑1,{1},set(),missed
