text,Golden,RL_Types,golden_parsed,predicted_parsed,error_type
哈哈，就是，而且我有个同事达州的，他说他的口音才是正宗成都话,4,[认同逻辑4：Linguistic-Cultural Recognition],{4},set(),missed
重要的不是几套房子 房子在哪，是不是老破小，重要是带不带口音口音改不到撒,4,[认同逻辑4：Linguistic-Cultural Recognition],{4},set(),missed
还有外地人骂成都口音难听呢，逼着他来成都了？,4,"[认同逻辑4：Linguistic-Cultural Recognition]

**解释:**

作者提到了“成都口音难听”并以此作为对“外地人”的评价标准，隐含地认为“能接受/习惯成都口音”是“本地人”的特征之一。虽然作者表达的是一种对抗态度，但其前提是口音可以作为区分“本地人”和“外地人”的依据，体现了文化语言识别性的认同逻辑。",{4},set(),missed
我也不知道我算不算成都人，爸爸是成都人，爷爷奶奶也生活在成都，我户口在成都。但是妈妈是外地人，我爸妈都在我妈妈的城市工作。从小我跟着爸妈在我妈妈出生的城市生活，小时候放假回成都，和小朋友玩要被骂乡巴佬，所以导致我小时候不愿意回成都，一直到读研才回的成都，读完研就出国了，现在回成都快3年，不太会说成都话，听得懂，但愿意说四川话，总被同事说我说的四川话有口音，我也一直对成都没有认同感。,134,"[认同逻辑3, 认同逻辑4]","{1, 3, 4}",set(),missed
一个口音，一个面，我们天天被网暴，门都不敢出,4,[认同逻辑4：Linguistic-Cultural Recognition],{4},set(),missed
就是。。。基本上现在接到那些骚扰电话都是外地口音哎，不是歧视外地人，只是觉得如果他们回老家，做点其他工作，也比鼓捣留在成都打骚扰电话好嘛,47,[认同逻辑4：Linguistic-Cultural Recognition],"{4, 7}",set(),missed
我也想说，我那个农村老板在成都买房了，经常给我说我现在也是成都本地人了，创业初成功经常在那吹嘘自己🐮逼，神戳戳的，他不在别的同事面前说他是成都户口了因为其他人不是土著,26,"[认同逻辑3：Family Rootedness, 认同逻辑6：Social Embeddedness]","{2, 6}",set(),missed
我倒觉得是外来的多了故意在那点火，成都越扩越大本来对我爸妈这种老一辈是不好区分的，现在离成都二三环内天远地远的地方也叫成都，结果一导航开过车过来还要老半天比去隔壁几个市坐高铁时间都长还不如说原来的某某地名好记，老一辈是不习惯啊，然后就说歧视了,1,"[认同逻辑1：Vernacular Spatial Authority, 认同逻辑3：Family Rootedness]",{1},set(),missed
并没有啊，成都有钱的又不一定是土著，绝大部分土著只是不愁房子住，另外有多余的房子可以出租出去，所以工资那么低很多人还是过得很开心月收入足够支撑不错的生活水平了。成都人天生一副你有钱那是你的事，我不去羡慕各过各的谁也不碍着谁所以大家才悠然自得，那些个有钱的区域又不属于是给土著的，多是外地赚了钱来成都消费或者安置的,46,"[认同逻辑6：Social Embeddedness, 认同逻辑3：Family Rootedness]

**理由:**

*   **认同逻辑6：Social Embeddedness:** 作者提到“成都人天生一副你有钱那是你的事，我不去羡慕各过各的”，这句话暗示了作者认为财富和“本地人”身份并非直接关联，也暗示了拥有固定资产（如出租的房子）是“本地人”生活的一种方式，但并非必要条件。作者暗示了“本地人”更看重的是悠闲的生活态度和互不干涉的社会关系，而非单纯的经济状况，这体现了社会根基和生活状态对“本地人”身份的重要性。
*   **认同逻辑3：Family Rootedness:** “绝大部分土著只是不愁房子住”这句话暗示了“土著”身份与居住稳定和基本生活保障（拥有房产）相关。 虽然财富不能定义本地人，但拥有住房（作为世代积累的根基）是本地人身份的一个特征。

该文本虽然也提到了财富，但核心在于强调财富**并非**是判断“本地人”身份的关键标准，并用生活态度和社会关系来构建“本地人”的特征，以及将住房作为“本地人”身份的基础保障。因此，符合标注要求。","{4, 6}",set(),missed
我崇州的嘛 我们身边的人被问到是哪里的 都直接说崇州 不会说是成都的从小到大耳濡目染的就是成都人都觉得三环以外的不算成都的,1,"[认同逻辑1：Vernacular Spatial Authority, 认同逻辑2：Administrative Legitimacy]",{1},set(),missed
话说什么是土著，我认为从爷爷辈土生土长开始才算是土著，那些从外地拿到成都户口或者父母辈从外地来定居生下的娃娃，然后很骄傲的弯酸，这种不算，并且所谓的成都人假打90%以上都是这种人,3,[认同逻辑3：Family Rootedness],{3},set(),missed
我觉得哪个地方的土著都会多少有点优越感吧……毕竟是土生土长本地人 对吧,3,[认同逻辑3：Family Rootedness],{3},set(),missed
我没觉得喃，每次回去都觉得多亲切的，被烧的时候一点感觉都没有，我还是土生土长成都女娃儿，一点口音都没有，一样被烧,34,"[认同逻辑3: Family Rootedness, 认同逻辑4: Linguistic-Cultural Recognition]","{3, 4}",set(),missed
反正我三环外的不是成都人,1,[认同逻辑1：Vernacular Spatial Authority],{1},set(),missed
我同学说二环外的都是农民,17,[认同逻辑7：Occupational Typification],"{1, 7}",set(),missed
歧视三环外的多，还是学生偏多,1,[认同逻辑1：Vernacular Spatial Authority],{1},set(),missed
成都土著的优越感是最强的，没有之一那种。比如他们在强调自己血统纯正的时候，往往会在前面加上土著或土生土长这样的词语。外地的不用说了，还没资格让土生土长的5城区成都人看不起，有资格被看不起的，首先你要是三环外但是大成都的弯脚杆和211，或者是后面来但是获得了成都省护照的新成都。,137,"[认同逻辑3, 认同逻辑1]","{1, 3, 7}",set(),missed
成华区二环内土著 几十年了没觉得啥子,13,[认同逻辑3：Family Rootedness],"{1, 3}",set(),missed
我是成都土著，我觉得还好！说实话哈，只是确确实实有一点受不了一些口音。但是不存在什么问题强强联合，成都本地人也很多撇火药哈。,4,[认同逻辑4：Linguistic-Cultural Recognition],{4},set(),missed
三环外的弯脚杆咋个敢嫌弃哪个,17,[认同逻辑1：Vernacular Spatial Authority],"{1, 7}",set(),missed
本土著去年底刚从市中心搬到天府新区 只能说三环内土著不歧视外地人但歧视三环外人,1,[认同逻辑1：Vernacular Spatial Authority],{1},set(),missed
听过同事吐槽，她老公是二环的，她家在二环也有房子，但是户口是青白江的，然后她老公的亲戚摆龙门阵就一口一个你们乡坝头咋个咋个,-,"[认同逻辑1, 认同逻辑2, 认同逻辑6]

**解释：**

*   **认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）** - ""二环""作为核心区域的象征，以及""二环以外""的地域被认为是“乡坝头”的隐性认知，体现了对城市空间类别的划分和身份差异的认知。
*   **认同逻辑2：Administrative Legitimacy（行政归属合法性）** - 户口是青白江的，与丈夫的二环身份形成对比，户口成为判断“本地人”的关键依据。
*   **认同逻辑6：Social Embeddedness（社会根基深浅与经济地位象征）** -  亲戚摆龙门阵的行为，暗示了对家庭在城市中的根基和社会关系的看重，以及通过地域和户口来衡量身份和地位的倾向。",set(),{2},spurious
三环边边 不敢说是土著 走到一环二环都说进城 不敢开车 怕遭说,1,[认同逻辑1：Vernacular Spatial Authority],{1},set(),missed
三环外不配，而且可能还同时被外地人歧视,1,[认同逻辑1：Vernacular Spatial Authority],{1},set(),missed
作为一环路穷土著我真没觉得我有优越感，但是遇到一部分四川其他地方的朋友就会暗戳戳地想象“她是不是有优越感”，我成都朋友在外面说个成都话，都会被不知情的人指责她学成都口音装成都人,14,"[认同逻辑1, 认同逻辑4]

**解释：**

*   **认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）**：作者提到“一环路穷土著”，暗示了对“一环路”这一区域的特殊认知和归属感，将“一环路”视为成都本地的核心区域，并以此来区分“本地”和“外地”身份。虽然作者本人没有优越感，但其对“四川其他地方的朋友”的揣测，以及对“成都话”被模仿和指责的描述，都体现了作者认同或默认了地域认知差异，暗示不同区域的人有不同的身份地位。
*   **认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）**：作者提到“成都朋友在外面说个成都话，都会被不知情的人指责她学成都口音装成都人”，表明方言（成都话）是本地身份的重要标志，口音差异容易引发身份质疑。这说明了语言和文化习惯在作者看来是区分“本地人”和“外地人”的重要标准。","{1, 4}",set(),missed
怎么说呢，我老家是成都郊区的，跟父母常年住在成都的，每次别人问我，我都说我是某郊区人别人都会说：成都人哦！感觉阴阳怪气的,1,[认同逻辑1：Vernacular Spatial Authority],{1},set(),missed
不知道 但是知道土著一直在被其他人嘲讽口音 不知道有什么好笑的 特别是那个电炒饭...,4,[认同逻辑4：Linguistic-Cultural Recognition],{4},set(),missed
成都人都很和蔼都不会歧视外地人，反而是外地人比较歧视和排挤成都人吧，出去上班熟都不熟就开始问你，你们屋头有几套房？你们屋头有几套房你还出来上班啊？还半工半读那么努力？何必把你们平时生活中的不如意归结在成都本地人身上，作为一个正常人，这样的提问方式请问礼貌吗？而且外地的都很有钱，能够买的起房，给得起彩礼，我们成都的有几个买的起房给得起彩礼嘛我们哪里敢有优越感，我二环的，我们去春熙路一般都说进城,16,"[认同逻辑6：Social Embeddedness, 认同逻辑2：Administrative Legitimacy]

**解释：**

*   **认同逻辑6：Social Embeddedness** - 文本中“你们屋头有几套房？”、“能够买的起房，给得起彩礼”等问题，指向了对房产（固定资产）的询问，以此判断对方的经济状况和社会地位，并暗示了本地人与外地人在经济实力上的差距。作者认为外地人更有优越感，而本地人相对弱势，这表明作者认为经济地位/房产与本地人身份的认同有关联。
*   **认同逻辑2：Administrative Legitimacy** - “我二环的，我们去春熙路一般都说进城”这句话暗示了二环以内才算真正的“成都本地”，而到春熙路需要“进城”，这涉及到对“城市边界”的社会认同，也与行政区域划分的默认共识相关。","{1, 6}",set(),missed
不知道什么时候开始我们老成都人就开始被人骂看不起人了，大多是普通家庭的老成都谁管你哪来的，为什么说成都包容度大就是不管别人的事啊，归属感不强不融入当地不是本地人的错,4,"[认同逻辑1, 认同逻辑6]",{4},set(),missed
锦江区二环攀成钢必须焊死在脑门上,1,[认同逻辑1：Vernacular Spatial Authority],{1},set(),missed
一般说弯脚杆都是因为他们先挑衅，攻击你家乡你也不乐意啊，说成都的面最难吃，成都二环内市区破烂，口音难听，做人假打...真的成都人才是每天被外地人歧视,147,"[认同逻辑1, 认同逻辑4]

**解释：**

*   **认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）** - 作者通过回应“成都二环内市区破烂”的说法，表明了对成都核心区域（二环内）的认同和维护，这暗示了对城市空间划分的认知和情感倾向，以此划分本地核心区和非核心区。
*   **认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）** - 作者提及“口音难听”，表明了对本地口音的敏感，并暗示了通过口音来区分“本地人”和“外地人”的认知。对口音的批评反映了作者对本地文化身份的维护。","{1, 4, 7}",set(),missed
我也三环外甚至都不会说自己是成都人，除非给外地人介绍时再加个成都成都土著一般指的中心城区吧,1,[认同逻辑1：Vernacular Spatial Authority],{1},set(),missed
因为我们二环的一般没事不进城，就在我们这个偏僻的地方玩,1,[认同逻辑1：Vernacular Spatial Authority],{1},set(),missed
怎么说呢？成都人其实真的不排外，也不歧视，但是有一点就是他们爱喊三环外的弯脚杆，老一辈传下来的吧！因为三环外就变口音了，但是平时还是相处很好，有时候给朋友开玩笑也会说你个批弯弯叉河过来得 ，其实就是开玩笑没有歧视意思，现在年轻人还好，应该就是老一辈带下来的口头禅，我是这样理解的,147,"[认同逻辑1：Vernacular Spatial Authority, 认同逻辑4：Linguistic-Cultural Recognition]","{1, 4, 7}",set(),missed
哈哈哈哈 我土著我倒是还好，但我身边的土著亲戚朋友 确实看不起外地的 而且三环外的都不行 我亲戚还说我男朋友是农转非,12,"[认同逻辑1, 认同逻辑3, 认同逻辑7]

**解释：**

*   **认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）** - “三环外都不行”明确体现了作者亲戚对城市空间划分的认知，以此来界定“本地”范围。
*   **认同逻辑3：Family Rootedness（家族历史根基/个体成长史）** - 作者自称“土著”，暗示了自己家族的长期定居历史，符合该逻辑的特征。
*   **认同逻辑7：Occupational Typification（职业象征性）** - “农转非”被用来区分身份，暗示了职业与“本地人”身份之间的关联。作者亲戚对“农转非”身份带有轻视，显示了职业在他们认知中对“本地人”身份的潜在影响。","{1, 2}",{3},missed
大邑不算，土著是一二三环内,1,[认同逻辑1：Vernacular Spatial Authority],{1},set(),missed
以前主要是大邑口音真的重，现在还好了吧现在在成都的外地人特别歧视成都土著,4,[认同逻辑4：Linguistic-Cultural Recognition],{4},set(),missed
我爷爷老家是大邑县那边的，但是现在我爷爷的全家亲戚都已经全部搬到成都来了，并且有可能是我们沟通交流确实比较少，我印象当中他们没有过说可能要回到祖籍地去探望一下之类的。然后到我爸爸这一代就已经开始说自己就是土生土长成都人了。,3,"[认同逻辑3：Family Rootedness, 认同逻辑1：Vernacular Spatial Authority]",{3},set(),missed
……如果北京上海土著来到成都也是外地人，是不是也歧视人家思想意识 口音 和穿着品味,4,"[认同逻辑1, 认同逻辑4]

**解释：**

*   **认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）** - 文本暗示了一种关于“本地人”的区域划分标准，即使在北京上海等地“土著”来到成都，也被视为“外地人”。这反映了成都本地人对“本地”区域的特定认知，以及对来自其他地区的群体的一种界定。
*   **认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）** - 文本中提到了“口音”、“穿着品味”，这些都是文化和语言上的特征，被用作判断“本地人”身份的依据。文本暗示了对外地人在这方面可能存在的差异和不认同。

该文本的核心论点在于探讨了不同地域人群之间的身份界限问题，以及由此可能产生的歧视。作者表达了对此现象的质疑，但同时，文本中隐含地展现了本地人使用文化和空间认知来定义“本地人”身份的方式。",{4},set(),missed
成都二环内土著，问就是没优越感，我也没什么社交圈子，有几个朋友，大多不是本地人，也没觉得啥,13,[认同逻辑3：Family Rootedness],"{1, 3}",set(),missed
没有什么优越感。土著，从长顺街出来的，从上班就开始羡慕当年周边的城乡结合部，有分红，有拆迁，有土地。到现在40+，就羡慕从农村来的，过年可以回乡下放火炮，杀猪，天然无污染环境。读以前的锦小时，很多同学都是军区后勤的家属，也羡慕啊，什么都有优待。反正，没有觉得土著有太多优越感，不过还是很怀念以前长顺上街，中街以及长发街附近的老邻居些。,16,"[认同逻辑6：Social Embeddedness, 认同逻辑3：Family Rootedness]","{1, 6}",set(),missed
我家反正是三环外城乡结合部，周边啥都有反正不进城里玩一般,1,"[认同逻辑1：Vernacular Spatial Authority]

**解释：**

作者明确地将“三环外城乡结合部”与“不进城里玩”联系起来，暗示了对“城里”和“城外”空间划分的认知，并以此区分了不同的生活方式和区域归属感。作者通过这种描述，在表达自身居住地特征的同时，隐含地参与了对“本地”身份的界定——即“真正本地人”更倾向于在“城里”活动。这符合“Vernacular Spatial Authority”的核心辨识特征，即基于空间认知和习惯性划分来暗示身份差异。",{1},set(),missed
有歧视的老土著挺多的，尤其是住在那种老破小的中年和老年人当然肯定也有很友好的土著，但是那种谈到三环外的5句话就有弯脚杆的土著占比还是很多,167,[认同逻辑1：Vernacular Spatial Authority],"{1, 6, 7}",set(),missed
好像！！？你说的有道理！！！不过成都土著没有拆迁户过的轻松就不明白这优越感哪里来的hhh,6,"[认同逻辑1：Vernacular Spatial Authority, 认同逻辑6：Social Embeddedness]

**解释：**

*   **认同逻辑1：Vernacular Spatial Authority** -  “成都土著”本身就暗示了一种对成都城市空间划分的认同，将自己归属于“真正的”成都核心区域，而将拆迁户置于边缘位置。 这隐含了对城市空间类别的习惯性认知差异。
*   **认同逻辑6：Social Embeddedness** -  “没有拆迁户过的轻松”暗示了一种社会根基的对比。 “轻松”对应着社会资源、关系和经济条件，认为没有经历拆迁的本地人拥有更稳固的社会地位，以此作为划分本地人身份的一个标准。 这也暗示了拥有固定资产（即没有被拆迁）与本地人身份的联系。",{6},set(),missed
其实从小学到上班，身边就很多外地同学同事了。更不用说上班快十年，几家公司，只遇到过几个本地人。外地朋友些太多了哈，正常普通人没得啥子优越感的，大家都是打工人。但是有些拆迁户老嬢嬢是会有些优越感，让人觉得烦。外地朋友觉得不舒服可以不用理她们。还有结婚的问题，其他人我不晓得，但是我们这一批基本都是同学介绍的，所以大部分年纪都同年或者差不多，所以本地结婚的多。但是也有嫁到外地和取外地姑娘的同学，都是有的哈，不要说的那么笃定。,6,"[认同逻辑3, 认同逻辑6]

**解释：**

*   **认同逻辑3：Family Rootedness（家族历史根基/个体成长史）** -  “本地结婚的多”体现了作者认为本地人之间更容易结合，暗示了本地出身在婚姻选择上的优势，即家庭背景和成长环境的相似性是潜在的认同标准。
*   **认同逻辑6：Social Embeddedness（社会根基深浅与经济地位象征）** - “有些拆迁户老嬢嬢是会有些优越感” 指出拆迁户（通常是本地居民）因为获得了经济利益和/或社会资源（拆迁补偿、房产等），而表现出优越感，暗示了拥有当地资源和经济基础是本地人身份的一种体现。",{6},set(),missed
都江堰的在成都上班，被别个说我的口音好难听我想说关你毛线事，我爱咋咋说。有些人都不想多说,4,[认同逻辑4：Linguistic-Cultural Recognition],{4},set(),missed
土著的优越感不在于房子，在与全家上数下数几代人都在一个地方，逢年过节大家庭聚会其乐融融，说着成都话聊着生活过往，文化认同一致，口味一致，大家族氛围很有趣。优越感在于对城市的了解，变迁了如指掌，从小长的的区域每条路都是记忆和故事。优越感在于一起长大的同学朋友三十年后还是在一起吃吃喝喝而不是各自纷飞鸟兽散。优越感在与成都是我们以及我们的祖辈的家，我们看它在生长，有好的也有不太好的，但是我们都热爱它。什么买了几个房子值多少钱，只有外地人才锱铢必较....因为成都人都有房子，不管好坏，住着舒服就好，没那么大物欲。,346,"[认同逻辑3, 认同逻辑4]","{3, 4, 6}",set(),missed
哈喽冒昧了，同成华区土著三代成都人，本人条件能看口音可查，能了解一哈不,34,"[认同逻辑3：Family Rootedness, 认同逻辑4：Linguistic-Cultural Recognition]","{3, 4}",set(),missed
有，比上海更甚，直接对你说你说的话（口音）他们听不懂，是哪个县份上的,4,[认同逻辑4：Linguistic-Cultural Recognition],{4},set(),missed
可能外地人不希望自己孩子一口四川话吧 毕竟这口音真的好难听 还联姻都用上了,4,"[认同逻辑4：Linguistic-Cultural Recognition]

**解释:**

作者表达了对外地人孩子说四川话的潜在担忧（“这口音真的好难听”），以及方言在联姻中的作用。这表明作者将四川话（方言）视为一种身份认同的标志，认为口音差异可能会影响社会融合（联姻）。虽然表达方式带有负面情绪，但核心在于作者默认了方言/口音作为区分“本地人”与“外地人”的标准。因此，符合“文化语言识别性”的定义。",{4},set(),missed
让我来模仿一下 1.真正的成都人都是不上班的，南门那边都是外地来打工的。 2.天府新区那边一堆农民拆迁的，整体素质不高 3.华阳，龙泉也能叫成都？只认五城区哈 4.土生土长的本地人都是享受生活的 5.除了五城区，都是郊区 个人感想：这种觉得自己土著的人（包括且不限于成都，上海，北京）在外面但凡遇到个比他城市好优越的土著，就秒变舔狗，受气也只有哑起的份儿丢人现眼到极致的玩意儿。,-,"[认同逻辑1, 认同逻辑3, 认同逻辑6, 认同逻辑7]

**解释：**

*   **认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）** - “华阳，龙泉也能叫成都？只认五城区哈”明显表达了作者认为只有“五城区”才算真正的成都核心区，其他区域在作者眼中不具备“本地”的资格。
*   **认同逻辑3：Family Rootedness（家族历史根基/个体成长史）** - “土生土长的本地人都是享受生活的”暗示了“土生土长”是本地人身份的重要标志。
*   **认同逻辑6：Social Embeddedness（社会根基深浅与经济地位象征）** - “南门那边都是外地来打工的”通过职业（打工）来区分本地人和外来人口，暗示本地人应该不以打工为生。
*   **认同逻辑7：Occupational Typification（职业象征性）** - “天府新区那边一堆农民拆迁的，整体素质不高” 将“农民”和“拆迁”与特定区域联系起来，并以此来负面评价该区域的“本地属性”和居民素质。

**重要说明：** 文本后半部分“个人感想”虽然带有情绪色彩，但仅仅是作者的个人观察和评价，并没有明确使用任何认同逻辑来界定“本地人”身份，因此不予标注。",set(),"{3, 6}",spurious
有每平方米一万以下的 一二环 老小区00年那种,16,"[认同逻辑5：Functional Livability, 认同逻辑6：Social Embeddedness]

**解释：**

*   **认同逻辑5：Functional Livability** - ""老小区00年那种""暗示了作者对小区品质、年代感和居住环境的特定要求，这些与“宜居”的本地生活空间相关联，虽然未直接说出“本地人”的标准，但暗示了对特定居住环境的追求是衡量区域价值的标准之一，从而暗示了对“好的本地”区域的判断。
*   **认同逻辑6：Social Embeddedness** - “一二环”和“老小区”通常与长期居住、稳定的社会关系和相对较高的房产价值相关联。作者寻找这类房产，可以理解为在寻找能够体现其社会根基和经济地位的“本地”象征，从而隐含表达了拥有这类房产是“本地人”身份的一种体现。","{1, 6}",set(),missed
毕竟好多家庭 不见得可以拿出一两百万买一个环境好点 还在二环内的房子 毕竟我爸妈在成都工作这么久 基本都在一二环内 朋友也在附近 买到郊区肯定不现实 买一二环的房子改造是最好的方案了,16,[认同逻辑6：Social Embeddedness],"{1, 6}",set(),missed
我也一直以为只要是哈尔滨辖区内不管市里还是县里的都可以算是哈尔滨市的人 直到我在小红书看到有人说县里的都是农村的 不属于哈尔滨人 他们老哈尔滨人只有道里的,2,"[认同逻辑1：Vernacular Spatial Authority, 认同逻辑2：Administrative Legitimacy]

**解释：**

*   **认同逻辑1：Vernacular Spatial Authority：** 作者一开始认为“哈尔滨辖区内”都是哈尔滨人，但在看到小红书上的观点后，意识到存在一种基于区域划分的“本地人”认知，即“只有道里的才是老哈尔滨人”。这种认知并非官方行政划分，而是当地人（小红书上的用户）形成的习惯性区域认知，用以区分“本地”核心区和非核心区。
*   **认同逻辑2：Administrative Legitimacy：** 小红书上的观点隐含了行政归属的划分，将县里的人排除在“哈尔滨人”的范畴之外，强调了不同行政区域之间的身份差异。 虽然没有直接提及户口或行政区划的具体细节，但“县里的都是农村的”这一说法，暗示了县级行政区在“哈尔滨人”身份认定中的较低地位。",{2},set(),missed
但是区和县还是不一样的，周边县市的只说自己是哈市的，也没什么，毕竟属于哈市辖区范围内，但是说自己是主城区土生土长的，也挺搞笑的。,1,"[认同逻辑1：Vernacular Spatial Authority, 认同逻辑2：Administrative Legitimacy]",{1},set(),missed
肯定不算北京人啊，说话口音也不像，文化背景也不同,4,[认同逻辑4：Linguistic-Cultural Recognition],{4},set(),missed
我家是双城的，后来工作考到了南岗。首先声明我一直说我是双城人，放心我没有说我是哈尔滨。最近在抖音上看到，因为口音然后有这种区分争论。其实按行政归属来说，9区12县的都可以说自己是哈尔滨的呀。看到抖音这些争论，我更要说我是双城人了，我从来没有觉得说是哈尔滨人能为我提升什么档次。也没有觉得说双城有什么羞愧的。别人说可能也只是为了方便别人知道家乡大概是什么位置。另一方面，每一个城市的发展都是由在本城市同生活奋斗的人一起共同努力的。无论你是老哈尔滨人还是新哈尔滨人。,2,"[认同逻辑2：Administrative Legitimacy, 认同逻辑3：Family Rootedness]",{2},set(),missed
周边县就是不是哈尔滨呀，我爸老家就是宾县，没有人认为宾县=哈尔滨，在那住的也会区分，而且开车要出城，开高速才能到，都说来哈尔滨和回宾县。至于呼兰阿城双城，更不是一个地方了。小时候坐火车到呼兰要一个小时。我姥姥家行政上属于黑河下面的市，但是从来不会认为这是黑河的一部分，都是各叫各的，我也不认为我去过黑河。只有市区才算是这个市啊。,1,"[认同逻辑1：Vernacular Spatial Authority, 认同逻辑2：Administrative Legitimacy]",{1},set(),missed
9区12县都是哈尔滨……老哈尔滨人都认为早期的七区（还有被取消的动力区和太平区）五县，现在是哈尔滨市区主要包括道里区、南岗区、道外区、平房区、松北区、香坊区、呼兰区、阿城区、双城区。其他算郊县。所以啥哈尔滨人……唉，都是中国人，行政区域内，全都是哈尔滨人。没必要,2,"[认同逻辑1：Vernacular Spatial Authority, 认同逻辑2：Administrative Legitimacy]",{2},set(),missed
那个某某区是指哪个区 把他除外那他到底归属于哪个市 而且我也说了 就这种观念简直是无法理解 你说电视上说一个区除外可以 但还有周边那么多县呢 你自己搜搜这种帖子评论下边有多少这种想法 县也不算哈尔滨的 个别的区也不算哈尔滨的 有些“老哈尔滨人”一个劲把这些都排除 那我就想问问这些你们不承认的地方他到底属于哪啊 他是属于大庆的？齐齐哈尔的？,2,"[认同逻辑1, 认同逻辑2]

**解释：**

*   **认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）** - 作者提到了“有些‘老哈尔滨人’一个劲把这些都排除”，表明存在一种“老哈尔滨人”对哪些区域“算”或“不算”哈尔滨的习惯性认知，即对哈尔滨内部空间进行划分，并以此作为判断身份的依据。“哪些区不算哈尔滨的”的讨论本身就体现了这种社会习惯性区域认知。
*   **认同逻辑2：Administrative Legitimacy（行政归属合法性）** - 作者质疑“一个区除外可以”，并追问“他到底属于哪啊？他是属于大庆的？齐齐哈尔的？”。 这表明作者关心该区域的行政归属问题，即该区域是否在哈尔滨的行政管辖范围内。作者通过询问归属城市来质疑排除该区域的合理性，这体现了对行政归属合法性的诉求。",{2},set(),missed
