row_index,comment_id,comment_type,text,golden,models_missing_label,models_with_label,num_models_missing_label,num_models_with_label,Qwen3-235B-A22B_few_shot_prediction,Qwen3-235B-A22B_few_shot_has_3,Qwen3-32B_no_cot_prediction,Qwen3-32B_no_cot_has_3,gemma-3-27b-it_zero_shot_prediction,gemma-3-27b-it_zero_shot_has_3,Qwen3-32B_few_shot_prediction,Qwen3-32B_few_shot_has_3,Qwen3-32B_zero_shot_prediction,Qwen3-32B_zero_shot_has_3,gemma-3-27b-it_no_cot_prediction,gemma-3-27b-it_no_cot_has_3,Qwen3-235B-A22B_zero_shot_prediction,Qwen3-235B-A22B_zero_shot_has_3,gemma-3-27b-it_few_shot_prediction,gemma-3-27b-it_few_shot_has_3,Qwen3-235B-A22B_no_cot_prediction,Qwen3-235B-A22B_no_cot_has_3
282,comment_beijing3_1_196,comment,几代人都在海淀，时尚黑洞真不冤，很松弛但西城海淀的优质房产保值度高，朝阳很多盘跌的稀碎。虽然朝阳能买3.500平的明星小区，西城海淀也就只能买个改善盘大平层…,36,['Qwen3-32B_no_cot'],"['Qwen3-235B-A22B_few_shot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑3, 认同逻辑6",True,"认同逻辑1, 认同逻辑5, 认同逻辑6",False,"认同逻辑3, 认同逻辑6, 认同逻辑5",True,"认同逻辑3, 认同逻辑5",True,"认同逻辑3, 认同逻辑5, 认同逻辑6",True,"认同逻辑3, 认同逻辑6",True,"认同逻辑1, 认同逻辑3, 认同逻辑6",True,"认同逻辑3, 认同逻辑6",True,"认同逻辑3, 认同逻辑1, 认同逻辑5, 认同逻辑6",True
289,comment_beijing3_1_329,comment,对于我这城里土生土长的北京人的陈旧的思想：东边过了东大桥就是农村。西边过了官园就是农村。北边出了北三环就是农村。南边过了自然博物馆就是农村。海淀区就中关村再往西北就农村。丰台都郊县原来打电话都带郊直费。通州是哪？哦你说通县呀。去趟顺义一天回不来得住村里。延庆我草得坐火车(原来真从西直门坐火车),13,"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot']","['Qwen3-32B_few_shot', 'Qwen3-235B-A22B_no_cot']",7,2,认同逻辑1,False,认同逻辑1,False,认同逻辑1,False,"认同逻辑3, 认同逻辑1",True,认同逻辑1,False,"认同逻辑1, 认同逻辑2",False,认同逻辑1,False,认同逻辑1,False,"认同逻辑1, 认同逻辑3",True
312,reply_gz2_1_1_6,reply,从来不怀疑自己，因为年年有分红，有祠堂有时候吃饭都要走去祠堂,36,"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']","['gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-235B-A22B_zero_shot']",6,3,"认同逻辑6, 认同逻辑4",False,认同逻辑6,False,"认同逻辑3, 认同逻辑6",True,"认同逻辑3, 认同逻辑6",True,认同逻辑6,False,认同逻辑6,False,"认同逻辑6, 认同逻辑3",True,认同逻辑6,False,认同逻辑6,False
326,reply_gz2_1_5_4,reply,我从来未霖过呢个问题，结果系个帖子度睇下八卦，被判定唔系广州人以我知道嘅我屋企对上几代都系广州（更前几代唔知系因为我从未问过家族史），身份证4401，一直都系讲粤语，住村度有分红，跟住帖度d人话，冇祠堂就唔系，fine，原来我一直都系外地人，我地成村都冇祠堂，估计一村人都系外地人，真系笑佐,346,"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_zero_shot', 'Qwen3-235B-A22B_zero_shot']","['Qwen3-32B_few_shot', 'gemma-3-27b-it_no_cot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",5,4,"认同逻辑2, 认同逻辑4, 认同逻辑6",False,"认同逻辑2, 认同逻辑4, 认同逻辑6",False,"认同逻辑2, 认同逻辑4, 认同逻辑6",False,"认同逻辑3, 认同逻辑4, 认同逻辑6",True,,False,"认同逻辑3, 认同逻辑6, 认同逻辑4",True,"认同逻辑2, 认同逻辑4, 认同逻辑6, 认同逻辑1",False,"认同逻辑3, 认同逻辑2, 认同逻辑4, 认同逻辑6",True,"认同逻辑2, 认同逻辑3, 认同逻辑4, 认同逻辑6",True
328,comment_gz2_1_30,comment,在广州三代以内上就算真正广州人，二代以内是新广州人，一代开荒牛是广州移民，三代都不讲广州话的是外省广州人（祖宗是捞佬）来广州的。,34,['gemma-3-27b-it_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,,False,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True
329,comment_gz2_1_39,comment,我爸广州天河本地的 但是当时我妈老家有分红 把我户口跟妈妈了 那我也不算广州的 我爸总说 你就是广州的所以我是不是广州本地的啊（说的一口流利粤语 从小就在广州长大）,34,"['Qwen3-32B_zero_shot', 'gemma-3-27b-it_few_shot']","['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'Qwen3-235B-A22B_no_cot']",2,7,"认同逻辑2, 认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,"认同逻辑2, 认同逻辑3, 认同逻辑4",True,"认同逻辑2, 认同逻辑3, 认同逻辑4",True,"认同逻辑1, 认同逻辑2, 认同逻辑4",False,"认同逻辑3, 认同逻辑2, 认同逻辑4",True,"认同逻辑2, 认同逻辑3, 认同逻辑4",True,"认同逻辑2, 认同逻辑4, 认同逻辑6",False,"认同逻辑3, 认同逻辑1, 认同逻辑4",True
344,comment_gz2_1_88,comment,有没有祠堂？有没有地？有没有分红？,36,"['Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_zero_shot', 'Qwen3-235B-A22B_no_cot']","['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_few_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot']",4,5,"认同逻辑3, 认同逻辑6",True,认同逻辑6,False,,False,"认同逻辑3, 认同逻辑6",True,,False,"认同逻辑3, 认同逻辑6",True,"认同逻辑3, 认同逻辑6",True,"认同逻辑6, 认同逻辑3",True,认同逻辑6,False
349,reply_gz2_1_105_2,reply,只有广州农村人才算广州人吗我们公司主管是土生土长的广州人，但是一直住在靠近市区，家里也没有分红,3,"['gemma-3-27b-it_zero_shot', 'gemma-3-27b-it_few_shot']","['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'Qwen3-235B-A22B_no_cot']",2,7,认同逻辑3,True,认同逻辑3,True,认同逻辑6,False,"认同逻辑3, 认同逻辑6",True,"认同逻辑3, 认同逻辑1, 认同逻辑6",True,"认同逻辑3, 认同逻辑6",True,认同逻辑3,True,"认同逻辑6, 认同逻辑1",False,认同逻辑3,True
350,comment_gz2_1_111,comment,有祠堂有族谱没分红，阴公,36,"['Qwen3-32B_no_cot', 'Qwen3-235B-A22B_zero_shot']","['Qwen3-235B-A22B_few_shot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",2,7,"认同逻辑3, 认同逻辑6",True,认同逻辑6,False,"认同逻辑3, 认同逻辑6",True,"认同逻辑3, 认同逻辑6",True,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑6",True,认同逻辑6,False,认同逻辑3,True,认同逻辑3,True
353,comment_gz2_1_117,comment,判断是否广州本地人，就一个标准，有分红有祠堂有地,36,"['Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']","['Qwen3-235B-A22B_few_shot', 'Qwen3-235B-A22B_zero_shot']",7,2,"认同逻辑6, 认同逻辑3",True,认同逻辑6,False,,False,认同逻辑6,False,认同逻辑6,False,认同逻辑6,False,"认同逻辑3, 认同逻辑6",True,认同逻辑6,False,认同逻辑6,False
360,comment_gz2_1_176,comment,从小土生土长，会说流利白话就算是，别人也分辨不出来的，我的就是很浓的白云某村口音白话,34,"['gemma-3-27b-it_zero_shot', 'gemma-3-27b-it_no_cot']","['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",2,7,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,,False,"认同逻辑3, 认同逻辑4",True,"认同逻辑4, 认同逻辑3",True,认同逻辑4,False,"认同逻辑4, 认同逻辑3",True,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True
361,comment_gz2_1_177,comment,不算，我也是爷爷那一辈来广州定居，父亲和自己都是土生土长的，但是祖宗坟茔和宗祠都在老家。年年都要预留时间回老家扫墓。然后因为是在大院长大，跟本地人的圈子也融不进去，即使自己讲着一口广州话但是就是觉得差了这么一点可能真的只有祖辈生于广州的才会形成广州人认同。,3,['gemma-3-27b-it_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑3, 认同逻辑6",True,"认同逻辑3, 认同逻辑4, 认同逻辑6",True,,False,认同逻辑3,True,认同逻辑3,True,"认同逻辑3, 认同逻辑4, 认同逻辑6",True,"认同逻辑3, 认同逻辑4, 认同逻辑6",True,"认同逻辑3, 认同逻辑6, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True
369,comment_gz2_1_195,comment,籍贯广州，广州村民，清明去白云山上拜，几代祖先都在山上，而不是去公共墓园，家庭所有成员粤语完全不带口音,134,['gemma-3-27b-it_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,,False,"认同逻辑3, 认同逻辑4",True,"认同逻辑1, 认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True
370,comment_gz2_1_200,comment,我妈妈是白云区某村有祠堂的，爸爸是潮汕归侨，我广州土生土长我觉得自己只是半个广州人,3,['Qwen3-235B-A22B_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑3, 认同逻辑4",True,认同逻辑3,True,"认同逻辑3, 认同逻辑4",True,认同逻辑3,True,"认同逻辑3, 认同逻辑1",True,"认同逻辑3, 认同逻辑6",True,,False,认同逻辑3,True,认同逻辑3,True
373,comment_gz2_1_223,comment,别纠结了基本不是，民国前广州城只有西门口到大东门。我家没有祠堂，清朝在西关做生意后来家族逃出去又回来。广州土著大部分都走国外，留下来万中无一，美加香港南洋比广州更多广州土著。,3,['Qwen3-32B_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑1, 认同逻辑3",True,"认同逻辑1, 认同逻辑3",True,"认同逻辑1, 认同逻辑3",True,"认同逻辑1, 认同逻辑3",True,认同逻辑1,False,"认同逻辑3, 认同逻辑1",True,"认同逻辑1, 认同逻辑3",True,"认同逻辑3, 认同逻辑1",True,认同逻辑3,True
375,comment_gz2_1_227,comment,不算吧，我外公开始来广州工作我妈他们在广州长大的，在家也都是说粤语，基本只有清明才会回老家一两天，他们都不会说自己是广州人。,3,"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_zero_shot']","['gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",3,6,,False,"认同逻辑1, 认同逻辑4",False,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,,False,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,"认同逻辑1, 认同逻辑3, 认同逻辑4",True
380,reply_gz2_1_258_16,reply,看年龄，时代不一样，现在00后很多土生土长的广州人也不会粤语,3,"['Qwen3-235B-A22B_few_shot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'gemma-3-27b-it_few_shot']","['Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-235B-A22B_zero_shot', 'Qwen3-235B-A22B_no_cot']",5,4,认同逻辑4,False,认同逻辑3,True,认同逻辑4,False,"认同逻辑3, 认同逻辑4",True,认同逻辑4,False,认同逻辑4,False,"认同逻辑3, 认同逻辑4",True,认同逻辑4,False,认同逻辑3,True
383,comment_gz2_1_261,comment,广州出世叫本地人..但系广州某村出世加有分红或有地叫土著.这样比较容易解释,36,"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot']","['gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_no_cot']",7,2,认同逻辑6,False,"认同逻辑2, 认同逻辑6",False,"认同逻辑2, 认同逻辑6",False,认同逻辑6,False,,False,"认同逻辑6, 认同逻辑3",True,"认同逻辑1, 认同逻辑6",False,认同逻辑6,False,"认同逻辑2, 认同逻辑3, 认同逻辑6",True
386,comment_gz2_1_264,comment,有祠堂有分红,36,"['Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_no_cot']","['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot']",4,5,"认同逻辑3, 认同逻辑6",True,认同逻辑6,False,,False,"认同逻辑3, 认同逻辑6",True,"认同逻辑3, 认同逻辑6",True,认同逻辑6,False,"认同逻辑3, 认同逻辑6",True,"认同逻辑6, 认同逻辑3",True,认同逻辑6,False
408,comment_wuhan3_1_21,comment,我土生土长的武汉人，说实话20年前我觉得汉口是武汉最富裕的地方，现在光谷发展的太快了太好了，很多住市区的人跑这边来上班，武汉未来还是看光谷。,3,"['Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'gemma-3-27b-it_no_cot']","['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",3,6,"认同逻辑3, 认同逻辑5",True,"认同逻辑1, 认同逻辑5",False,,False,"认同逻辑3, 认同逻辑5",True,"认同逻辑3, 认同逻辑5",True,"认同逻辑1, 认同逻辑5",False,"认同逻辑1, 认同逻辑2, 认同逻辑3, 认同逻辑5",True,"认同逻辑3, 认同逻辑1, 认同逻辑5",True,"认同逻辑3, 认同逻辑1, 认同逻辑5",True
