row_index,comment_id,comment_type,text,golden,models_missing_label,models_with_label,num_models_missing_label,num_models_with_label,Qwen3-235B-A22B_few_shot_prediction,Qwen3-235B-A22B_few_shot_has_6,Qwen3-32B_no_cot_prediction,Qwen3-32B_no_cot_has_6,gemma-3-27b-it_zero_shot_prediction,gemma-3-27b-it_zero_shot_has_6,Qwen3-32B_few_shot_prediction,Qwen3-32B_few_shot_has_6,Qwen3-32B_zero_shot_prediction,Qwen3-32B_zero_shot_has_6,gemma-3-27b-it_no_cot_prediction,gemma-3-27b-it_no_cot_has_6,Qwen3-235B-A22B_zero_shot_prediction,Qwen3-235B-A22B_zero_shot_has_6,gemma-3-27b-it_few_shot_prediction,gemma-3-27b-it_few_shot_has_6,Qwen3-235B-A22B_no_cot_prediction,Qwen3-235B-A22B_no_cot_has_6
92,comment_harbin1_1_104,comment,一个哈尔滨还分起来是不是正不正宗的哈尔滨人了市里的房价也没比我周边县城贵多少什么时候贫富差距大到北上广那样再来分吧,16,"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'Qwen3-235B-A22B_no_cot']","['gemma-3-27b-it_zero_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_few_shot']",6,3,认同逻辑1,False,认同逻辑5,False,"认同逻辑1, 认同逻辑6",True,,False,"认同逻辑5, 认同逻辑6",True,"认同逻辑1, 认同逻辑2",False,,False,认同逻辑6,True,认同逻辑5,False
108,comment_hefei1_1_34,comment,合肥的人口这几年聚集太多了，整体管理还是有很大脱节的，比如停车问题就很糟糕。而且本地人也不少的，但和深圳不一样，本地人很少吃到房价上涨带来的资产增加，跟外地人组成新合肥人相比，竞争力相对不足,6,"['Qwen3-32B_no_cot', 'Qwen3-235B-A22B_no_cot']","['Qwen3-235B-A22B_few_shot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot']",2,7,认同逻辑6,True,认同逻辑5,False,认同逻辑6,True,认同逻辑6,True,认同逻辑6,True,认同逻辑6,True,认同逻辑6,True,认同逻辑6,True,认同逻辑5,False
120,comment_hefei2_1_18,comment,首先看你怎么定义发展，1.政府意义上发生最好的肯定是包河区，一系列数字亮瞎眼；2.从产业就业角度，发展好的是高新区，平头百姓家靠个人努力能达到的高度；3.从个人体验上来说，感受发展最好的是政务区，相对比较新，配套也成熟，居住体验不错。4.从真正的功能体验上来说，外围的发展和我护城河内的老居民来说关系不大，顶级的教育质量、医疗配套、核心商业都有，房子要那么大干什么？舒服便捷第一位，送孩子上学步行；去省立安医不用一去就要花半天；晚上饿了下了楼走5分钟就有的烟火气；单位大院邻里的热火劲；父母年纪大了东西拿不动时都能碰到孩子发小搭把手的远亲不如近邻的熟人圈。,6,"['Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'Qwen3-235B-A22B_no_cot']","['Qwen3-235B-A22B_few_shot', 'gemma-3-27b-it_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot']",4,5,"认同逻辑1, 认同逻辑5, 认同逻辑6",True,认同逻辑5,False,"认同逻辑5, 认同逻辑6",True,认同逻辑5,False,"认同逻辑1, 认同逻辑2, 认同逻辑5, 认同逻辑7",False,"认同逻辑1, 认同逻辑5, 认同逻辑6",True,"认同逻辑5, 认同逻辑6",True,"认同逻辑5, 认同逻辑6",True,认同逻辑5,False
212,comment_qingdao_10,comment,我市南土生土长的，上学的时候去了烟台，大学毕业回家后，嫁了胶州小伙子，因为孩子上学所以我们就住胶州了，我家市区有七八套房子，胶州城阳也都有房子。我爸妈现在住崂山，我每次回家邻居都会说我终于从村里进城了，有一次遇到问我一句你在胶州是不是住不上有暖气的房子…呵呵有啥好说的呢，嘴长在别人身上爱说啥说啥呗。,136,['gemma-3-27b-it_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑1, 认同逻辑3, 认同逻辑5, 认同逻辑6",True,"认同逻辑1, 认同逻辑3, 认同逻辑6",True,,False,"认同逻辑3, 认同逻辑6, 认同逻辑1, 认同逻辑5",True,"认同逻辑3, 认同逻辑5, 认同逻辑6",True,"认同逻辑6, 认同逻辑2",True,"认同逻辑3, 认同逻辑6, 认同逻辑1, 认同逻辑5",True,"认同逻辑3, 认同逻辑1, 认同逻辑5, 认同逻辑6",True,"认同逻辑3, 认同逻辑5, 认同逻辑6",True
281,comment_beijing3_1_194,comment,住在朝阳，社会关系大多在翠微周边，西边的确有点土，但那是低调，不低调也不敢啊！朝阳洋气不老少，但民营经济主导，总被西边看不起，这世界总会有你看不上我，我看不上你的事儿！,146,"['Qwen3-32B_no_cot', 'Qwen3-32B_zero_shot', 'Qwen3-235B-A22B_no_cot']","['Qwen3-235B-A22B_few_shot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot']",3,6,"认同逻辑1, 认同逻辑6, 认同逻辑7",True,认同逻辑1,False,"认同逻辑1, 认同逻辑6",True,"认同逻辑1, 认同逻辑6",True,认同逻辑1,False,"认同逻辑1, 认同逻辑6",True,认同逻辑6,True,"认同逻辑6, 认同逻辑1",True,"认同逻辑1, 认同逻辑5",False
282,comment_beijing3_1_196,comment,几代人都在海淀，时尚黑洞真不冤，很松弛但西城海淀的优质房产保值度高，朝阳很多盘跌的稀碎。虽然朝阳能买3.500平的明星小区，西城海淀也就只能买个改善盘大平层…,36,['Qwen3-32B_few_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑3, 认同逻辑6",True,"认同逻辑1, 认同逻辑5, 认同逻辑6",True,"认同逻辑3, 认同逻辑6, 认同逻辑5",True,"认同逻辑3, 认同逻辑5",False,"认同逻辑3, 认同逻辑5, 认同逻辑6",True,"认同逻辑3, 认同逻辑6",True,"认同逻辑1, 认同逻辑3, 认同逻辑6",True,"认同逻辑3, 认同逻辑6",True,"认同逻辑3, 认同逻辑1, 认同逻辑5, 认同逻辑6",True
292,comment_hangzhou_1_1_5,comment,小时候不理解为什么老是说自己是老余杭的都是说去杭州玩，直到在杭州读大学被本地的几个人骂了一顿说我市区没房子不要说自己是杭州人之后我就有点理解了（当时只是报名后刚刚好一起去吃饭然后聊天聊起是那里人，我说我杭州的，然后细问知道我是余杭的后，就说我乡下人不要硬贴说自己是杭州人），只说自己杭州郊区或者直接说老余杭的,16,"['Qwen3-32B_no_cot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_no_cot']","['Qwen3-235B-A22B_few_shot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot']",3,6,"认同逻辑1, 认同逻辑6",True,认同逻辑1,False,"认同逻辑1, 认同逻辑6",True,"认同逻辑1, 认同逻辑6",True,"认同逻辑1, 认同逻辑6",True,"认同逻辑1, 认同逻辑2, 认同逻辑3",False,"认同逻辑1, 认同逻辑3, 认同逻辑4, 认同逻辑6",True,"认同逻辑6, 认同逻辑1",True,"认同逻辑1, 认同逻辑3, 认同逻辑4",False
311,reply_gz2_1_1_1,reply,对哈哈哈 有祠堂有分红有地 从来没怀疑过自己,6,"['gemma-3-27b-it_zero_shot', 'Qwen3-32B_zero_shot']","['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",2,7,"认同逻辑3, 认同逻辑6",True,认同逻辑6,True,,False,认同逻辑6,True,,False,认同逻辑6,True,"认同逻辑3, 认同逻辑6",True,"认同逻辑6, 认同逻辑3",True,认同逻辑6,True
326,reply_gz2_1_5_4,reply,我从来未霖过呢个问题，结果系个帖子度睇下八卦，被判定唔系广州人以我知道嘅我屋企对上几代都系广州（更前几代唔知系因为我从未问过家族史），身份证4401，一直都系讲粤语，住村度有分红，跟住帖度d人话，冇祠堂就唔系，fine，原来我一直都系外地人，我地成村都冇祠堂，估计一村人都系外地人，真系笑佐,346,['Qwen3-32B_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑2, 认同逻辑4, 认同逻辑6",True,"认同逻辑2, 认同逻辑4, 认同逻辑6",True,"认同逻辑2, 认同逻辑4, 认同逻辑6",True,"认同逻辑3, 认同逻辑4, 认同逻辑6",True,,False,"认同逻辑3, 认同逻辑6, 认同逻辑4",True,"认同逻辑2, 认同逻辑4, 认同逻辑6, 认同逻辑1",True,"认同逻辑3, 认同逻辑2, 认同逻辑4, 认同逻辑6",True,"认同逻辑2, 认同逻辑3, 认同逻辑4, 认同逻辑6",True
332,comment_gz2_1_59,comment,我认为的，如果户口是那就是啊 广州居民，不是老广（老广指村里有分红的）；新广就是买房定居广州（新入户广州的）,26,['gemma-3-27b-it_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑2, 认同逻辑6",True,"认同逻辑2, 认同逻辑6",True,,False,"认同逻辑2, 认同逻辑6",True,"认同逻辑2, 认同逻辑6",True,"认同逻辑2, 认同逻辑6",True,"认同逻辑2, 认同逻辑6",True,"认同逻辑2, 认同逻辑6",True,"认同逻辑2, 认同逻辑6",True
338,comment_gz2_1_71,comment,算啦，是不是本地的重要吗？ 现在粤语都没人讲了，分红也只有村民有,46,"['Qwen3-235B-A22B_few_shot', 'gemma-3-27b-it_zero_shot']","['Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",2,7,,False,"认同逻辑4, 认同逻辑6",True,,False,"认同逻辑4, 认同逻辑6",True,"认同逻辑4, 认同逻辑6",True,"认同逻辑6, 认同逻辑4",True,"认同逻辑4, 认同逻辑6",True,"认同逻辑4, 认同逻辑6",True,"认同逻辑3, 认同逻辑4, 认同逻辑6",True
342,comment_gz2_1_81,comment,历史流流长，世界咁大。只要户口在广州且会讲白话，有文化认同那就是广州人。我理论上祖籍茂名，祖上因为打地主走过来。我阿爷係华师学生，后来喺番禺起屋做老师。我屋企而家已经同茂名那边几乎冇关系，一个人都唔识。我唔觉得我係第二个地方嘅人。至于番禺嘅归属，那是另一个话题,246,"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",[],9,0,"认同逻辑2, 认同逻辑3, 认同逻辑4",False,"认同逻辑2, 认同逻辑4, 认同逻辑3",False,,False,"认同逻辑2, 认同逻辑4",False,,False,"认同逻辑4, 认同逻辑3",False,"认同逻辑2, 认同逻辑4, 认同逻辑3, 认同逻辑1",False,"认同逻辑2, 认同逻辑3, 认同逻辑4",False,"认同逻辑2, 认同逻辑3, 认同逻辑4",False
344,comment_gz2_1_88,comment,有没有祠堂？有没有地？有没有分红？,36,"['gemma-3-27b-it_zero_shot', 'Qwen3-32B_zero_shot']","['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",2,7,"认同逻辑3, 认同逻辑6",True,认同逻辑6,True,,False,"认同逻辑3, 认同逻辑6",True,,False,"认同逻辑3, 认同逻辑6",True,"认同逻辑3, 认同逻辑6",True,"认同逻辑6, 认同逻辑3",True,认同逻辑6,True
345,comment_gz2_1_90,comment,身份证唔系44010，因为阿妈吾系广州宜边，要先入阿妈度，我阿妈先可以签过黎广州，有村，冇分红（老豆打啊爷工，要转居民），住祖屋宅基地，条村年年爬龙船，有阵时玩船头旗位，啊嘛挂左罗左D死股，每年分D西甘多钱。甘算吾算？,46,['gemma-3-27b-it_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑2, 认同逻辑3, 认同逻辑6",True,"认同逻辑2, 认同逻辑6",True,,False,"认同逻辑2, 认同逻辑6, 认同逻辑4",True,"认同逻辑2, 认同逻辑3, 认同逻辑4, 认同逻辑6",True,"认同逻辑3, 认同逻辑6, 认同逻辑4",True,"认同逻辑2, 认同逻辑3, 认同逻辑4, 认同逻辑6",True,"认同逻辑2, 认同逻辑3, 认同逻辑6",True,"认同逻辑2, 认同逻辑3, 认同逻辑6",True
350,comment_gz2_1_111,comment,有祠堂有族谱没分红，阴公,36,"['Qwen3-32B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']","['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot']",3,6,"认同逻辑3, 认同逻辑6",True,认同逻辑6,True,"认同逻辑3, 认同逻辑6",True,"认同逻辑3, 认同逻辑6",True,"认同逻辑3, 认同逻辑4",False,"认同逻辑3, 认同逻辑6",True,认同逻辑6,True,认同逻辑3,False,认同逻辑3,False
353,comment_gz2_1_117,comment,判断是否广州本地人，就一个标准，有分红有祠堂有地,36,['gemma-3-27b-it_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑6, 认同逻辑3",True,认同逻辑6,True,,False,认同逻辑6,True,认同逻辑6,True,认同逻辑6,True,"认同逻辑3, 认同逻辑6",True,认同逻辑6,True,认同逻辑6,True
354,comment_gz2_1_118,comment,有没有租收？年底有没有分红？,6,['Qwen3-32B_few_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,认同逻辑6,True,认同逻辑6,True,认同逻辑6,True,,False,认同逻辑6,True,认同逻辑6,True,"认同逻辑3, 认同逻辑6",True,认同逻辑6,True,认同逻辑6,True
