row_index,comment_id,comment_type,text,golden,models_missing_label,models_with_label,num_models_missing_label,num_models_with_label,Qwen3-235B-A22B_few_shot_prediction,Qwen3-235B-A22B_few_shot_has_4,Qwen3-32B_no_cot_prediction,Qwen3-32B_no_cot_has_4,gemma-3-27b-it_zero_shot_prediction,gemma-3-27b-it_zero_shot_has_4,Qwen3-32B_few_shot_prediction,Qwen3-32B_few_shot_has_4,Qwen3-32B_zero_shot_prediction,Qwen3-32B_zero_shot_has_4,gemma-3-27b-it_no_cot_prediction,gemma-3-27b-it_no_cot_has_4,Qwen3-235B-A22B_zero_shot_prediction,Qwen3-235B-A22B_zero_shot_has_4,gemma-3-27b-it_few_shot_prediction,gemma-3-27b-it_few_shot_has_4,Qwen3-235B-A22B_no_cot_prediction,Qwen3-235B-A22B_no_cot_has_4
98,reply_hefei1_1_2_8,reply,发展起来的晚，年纪大一点的普遍受文化教育水平不高，很多拆迁户（没有歧视的意思，但确实老年人较多 素质确实有待提高）,4,"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",['gemma-3-27b-it_zero_shot'],8,1,,False,认同逻辑6,False,"认同逻辑4, 认同逻辑6",True,,False,认同逻辑6,False,"认同逻辑7, 认同逻辑3",False,认同逻辑6,False,"认同逻辑6, 认同逻辑7",False,认同逻辑3,False
101,reply_hefei1_1_5_6,reply,你牛我是庐阳区读书长大的，我觉得口音最容易分辨的 只要接触的人足够多。。进阶一点就是长相气质 不同地域人外貌特点差异很明显 我只能看出来南方人北方人 西南方和中部地区的差异，以前有个同事看人 能细分到周边两三个省份的程度,4,['gemma-3-27b-it_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,认同逻辑4,True,认同逻辑4,True,,False,认同逻辑4,True,"认同逻辑4, 认同逻辑1",True,"认同逻辑4, 认同逻辑7",True,"认同逻辑3, 认同逻辑4",True,认同逻辑4,True,认同逻辑4,True
191,reply_qingdao_3_16,reply,黄明他妈我见过，标准的市里人，不是胶州口音,4,['Qwen3-235B-A22B_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,认同逻辑4,True,认同逻辑4,True,认同逻辑4,True,认同逻辑4,True,认同逻辑4,True,认同逻辑4,True,,False,认同逻辑4,True,认同逻辑4,True
194,reply_qingdao_7_12,reply,而且莱西平度跟青岛持平的就剩口音了，别的方面跟青岛都有差距，胶州起码还有地铁机场,45,['Qwen3-32B_no_cot'],"['Qwen3-235B-A22B_few_shot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑4, 认同逻辑5",True,认同逻辑1,False,"认同逻辑4, 认同逻辑5, 认同逻辑1",True,"认同逻辑4, 认同逻辑5",True,"认同逻辑4, 认同逻辑5",True,认同逻辑4,True,"认同逻辑4, 认同逻辑5",True,"认同逻辑4, 认同逻辑5",True,"认同逻辑4, 认同逻辑5, 认同逻辑1",True
202,reply_qingdao_145_2,reply,莱西与莱阳以前好像是一块的，我看百度说莱西以前属于烟台，我感觉我们这边口音都不太一样,4,"['gemma-3-27b-it_zero_shot', 'gemma-3-27b-it_no_cot']","['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",2,7,认同逻辑4,True,"认同逻辑1, 认同逻辑4",True,,False,"认同逻辑2, 认同逻辑4",True,"认同逻辑2, 认同逻辑4",True,认同逻辑1,False,"认同逻辑2, 认同逻辑4, 认同逻辑1",True,认同逻辑4,True,"认同逻辑4, 认同逻辑2",True
215,comment_qingdao_24,comment,完全就从来不是 只是近十几年行政合并了仅此而已 之前 人家都是跟青岛平级的 都是叫 即墨市 胶州市 莱西市 胶南市 平度市 大家都是市 跟青岛市有什么关系？ 因为这是事实 不知道为什么要喷 这个年代是不是实话不能说？根本不存在什么歧视 看不起 大家都是平级市区 不分上下 大家说话口音完全不一样他部分习惯也不同 你就不是我 你为什么非得说是我？？你是我 那我是谁？这很奇怪 我很痛苦,24,"['Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot']","['Qwen3-235B-A22B_few_shot', 'Qwen3-235B-A22B_no_cot']",7,2,"认同逻辑2, 认同逻辑4",True,认同逻辑2,False,认同逻辑2,False,"认同逻辑2, 认同逻辑1",False,认同逻辑2,False,"认同逻辑2, 认同逻辑1",False,"认同逻辑1, 认同逻辑2",False,认同逻辑2,False,"认同逻辑2, 认同逻辑4",True
223,comment_qingdao_88,comment,谢谢小姐姐，前几天看到过你这条评论，当时就很有感触，我是土生土长平度人，具体点是平度南村人，高中搬家到一中附近，我一直觉得平度超级好，四季分明，农产品虽赶不上寿光，可是从小过完年爸妈会带我去路边买草莓，五月份去云山过樱桃节，夏天有时吃明村西瓜有时吃东王府庄的人开着三轮车走街串巷卖的西瓜，秋天必定要吃大泽山葡萄，配上八月十五的烧鸡，冬天仁兆白菜和古岘芹菜堆满整个过洞…长大以后走过很多地方才发现平度没有一个大型综合性商超，也没有什么高新产业经济带，甚至现在连财政都岌岌可危，但我还是会想念南村街里的水果摊烧饼铺，想念平度温州路汽修厂的油条，想念小时候妈妈去平度办事绕到帝王给我带回一盒新出的肯德基蛋挞,134,"['Qwen3-32B_no_cot', 'Qwen3-32B_zero_shot', 'Qwen3-235B-A22B_no_cot']","['Qwen3-235B-A22B_few_shot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot']",3,6,"认同逻辑3, 认同逻辑4",True,"认同逻辑1, 认同逻辑3, 认同逻辑5",False,"认同逻辑3, 认同逻辑1, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,"认同逻辑1, 认同逻辑3",False,"认同逻辑3, 认同逻辑1, 认同逻辑4",True,"认同逻辑3, 认同逻辑1, 认同逻辑4, 认同逻辑5, 认同逻辑6",True,"认同逻辑3, 认同逻辑4",True,认同逻辑3,False
237,reply_nanjing_1_159_9,reply,跟钱有什么关系？ta说的主城区是历史沿革，优越感来自于底蕴，有底蕴不等于有钱，扯上海人做什么,4,"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",[],9,0,认同逻辑1,False,认同逻辑1,False,认同逻辑1,False,认同逻辑1,False,认同逻辑1,False,认同逻辑1,False,"认同逻辑1, 认同逻辑3",False,认同逻辑1,False,认同逻辑1,False
239,reply_nanjing_1_181_29,reply,什么时候方言成为决定是否是主城区的标准了？,4,"['Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'Qwen3-235B-A22B_zero_shot']","['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'gemma-3-27b-it_no_cot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",3,6,认同逻辑4,True,认同逻辑4,True,认同逻辑4,True,,False,,False,认同逻辑4,True,认同逻辑1,False,"认同逻辑4, 认同逻辑1",True,认同逻辑4,True
253,comment_beijing1_1_46,comment,西城：皇城根儿 正黄旗 东城：旅游景点 全是人 朝阳：潮 喜欢去那边玩 海淀：全是学霸 学生时期每周末都来补习 大兴：西瓜好吃 丰台：买花买鱼的地方 有点土潮 通州：环球影城 zf办公区 密云：水库环境好 鱼好吃 周末玩水 延庆：有口音 不算北京 怀柔：空气好 房山：猿人遗址 门头沟：发大水 平谷：不熟 有桃儿,4,"['Qwen3-32B_no_cot', 'Qwen3-32B_zero_shot', 'Qwen3-235B-A22B_no_cot']","['Qwen3-235B-A22B_few_shot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot']",3,6,"认同逻辑1, 认同逻辑4, 认同逻辑5, 认同逻辑7",True,认同逻辑1,False,"认同逻辑3, 认同逻辑4",True,"认同逻辑1, 认同逻辑4",True,认同逻辑1,False,"认同逻辑1, 认同逻辑4",True,"认同逻辑1, 认同逻辑2, 认同逻辑4, 认同逻辑5",True,"认同逻辑1, 认同逻辑4",True,认同逻辑1,False
257,comment_beijing1_1_88,comment,东城：故宫 南锣鼓巷 西城：景山公园 海淀：卷子好难 初高中折磨我6年 朝阳：老去内头逛 石景山：不太熟就记得学校去内体育馆开过个运动会 丰台：不太熟就记得之前学校里有个住这儿的走读生 门头沟：对象在内块上过学 通州：太爱吹牛逼，，，远离卷毛老太太…… 昌平：超级合生汇 大兴：去机场千万别卡点…… 顺义：别墅 有钱的多 怀柔：慕田峪长城 雁栖湖 平谷：桃好吃！口音好重 密云：水库 南山滑雪场里面的教练好美 房山：周口店猿人遗址 延庆：八达岭长城 动物园,14,"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",['gemma-3-27b-it_zero_shot'],8,1,认同逻辑1,False,认同逻辑1,False,"认同逻辑1, 认同逻辑4, 认同逻辑5, 认同逻辑6, 认同逻辑7",True,,False,,False,认同逻辑1,False,,False,认同逻辑1,False,认同逻辑1,False
259,comment_beijing1_1_137,comment,东城：出生地 西城：学前班以及爷爷奶奶家 富贵之地 朝阳：定居➕身份证号 朝阳人民群众 商务区 使馆区 购物时尚 金融CBD 海淀 各种重点学校➕很多部队的人员居住➕学区房老破小➕IT 丰台：印象中南城外省市的流动人口最多 石景山：对它印象一直停留在石景山游乐园 大兴：水质很差 都是村 房山：口音很重 感觉路途遥远 都是景点 怀柔：周末远郊必去 昌平：上风口 选🪦的风水宝地和延庆一起堪称北京空气质量略好一筹的地区 密云：密云水库 🍑 古北水镇 口音也很重 延庆：除了山就是村 开车还要盘山 房子便宜的你都不认为它是北京！,1234,"['Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot']","['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",2,7,"认同逻辑1, 认同逻辑2, 认同逻辑3, 认同逻辑4, 认同逻辑5, 认同逻辑7",True,认同逻辑1,False,,False,"认同逻辑1, 认同逻辑2, 认同逻辑3, 认同逻辑4, 认同逻辑5, 认同逻辑7",True,"认同逻辑1, 认同逻辑2, 认同逻辑3, 认同逻辑4, 认同逻辑5, 认同逻辑7",True,"认同逻辑1, 认同逻辑2, 认同逻辑3, 认同逻辑4, 认同逻辑5, 认同逻辑6, 认同逻辑7",True,"认同逻辑3, 认同逻辑2, 认同逻辑5, 认同逻辑7, 认同逻辑4",True,"认同逻辑1, 认同逻辑2, 认同逻辑3, 认同逻辑4, 认同逻辑5, 认同逻辑7",True,"认同逻辑1, 认同逻辑2, 认同逻辑3, 认同逻辑4",True
262,reply_beijing2_1_1_10,reply,你去好好研究一下历史，我房山人，《房山县志》写的清清楚楚！你还别跟我犟嘴，为什么延庆口音重，就因为延庆从河北划过来的！其他区一直是北京固有！只不过是因为一些原因，划到了河北，让河北暂时管理，你应该知道什么叫暂时！河北就管了几年，然后又划回来了！延庆才是从河北来的！你去问问你的历史老师，或者你看看其他区县的县志,24,"['Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']","['Qwen3-235B-A22B_few_shot', 'gemma-3-27b-it_zero_shot', 'Qwen3-235B-A22B_zero_shot']",6,3,"认同逻辑2, 认同逻辑4",True,认同逻辑2,False,"认同逻辑2, 认同逻辑3, 认同逻辑4",True,"认同逻辑2, 认同逻辑3",False,认同逻辑2,False,"认同逻辑2, 认同逻辑3",False,"认同逻辑2, 认同逻辑4",True,认同逻辑2,False,"认同逻辑2, 认同逻辑3, 认同逻辑1",False
281,comment_beijing3_1_194,comment,住在朝阳，社会关系大多在翠微周边，西边的确有点土，但那是低调，不低调也不敢啊！朝阳洋气不老少，但民营经济主导，总被西边看不起，这世界总会有你看不上我，我看不上你的事儿！,146,"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",[],9,0,"认同逻辑1, 认同逻辑6, 认同逻辑7",False,认同逻辑1,False,"认同逻辑1, 认同逻辑6",False,"认同逻辑1, 认同逻辑6",False,认同逻辑1,False,"认同逻辑1, 认同逻辑6",False,认同逻辑6,False,"认同逻辑6, 认同逻辑1",False,"认同逻辑1, 认同逻辑5",False
296,comment_hangzhou_1_1_115,comment,一般当能答出杭州哪里（比如武林门，采荷，翠苑，朝晖这种称呼）后因为密码正确接下来的语言模式会自动切换为杭州话（特指老市区范围的杭州话，毕竟稍微隔几公里就会出现口音差异了）哈哈哈,4,['gemma-3-27b-it_no_cot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑4, 认同逻辑1",True,"认同逻辑1, 认同逻辑4",True,"认同逻辑1, 认同逻辑4",True,"认同逻辑1, 认同逻辑4",True,"认同逻辑1, 认同逻辑4",True,认同逻辑1,False,"认同逻辑1, 认同逻辑4",True,"认同逻辑4, 认同逻辑1",True,"认同逻辑1, 认同逻辑4",True
299,comment_hangzhou_1_1_208,comment,我西湖区三墩镇，我都说自己杭州乡下人……跟他们城里人讲的话不一样,14,['gemma-3-27b-it_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑1, 认同逻辑4",True,"认同逻辑1, 认同逻辑4",True,,False,"认同逻辑1, 认同逻辑4",True,"认同逻辑1, 认同逻辑4",True,"认同逻辑1, 认同逻辑4",True,"认同逻辑1, 认同逻辑4",True,"认同逻辑1, 认同逻辑4",True,认同逻辑4,True
319,reply_gz2_1_2_31,reply,我觉得唔紧要啊，起码人地真的学起来了，不是现在很多不友好的外地人，你一说白话，对方就一副妹仔大过主人婆的样子叫你讲普通话,4,['gemma-3-27b-it_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,认同逻辑4,True,认同逻辑4,True,,False,认同逻辑4,True,认同逻辑4,True,认同逻辑4,True,认同逻辑4,True,认同逻辑4,True,认同逻辑4,True
326,reply_gz2_1_5_4,reply,我从来未霖过呢个问题，结果系个帖子度睇下八卦，被判定唔系广州人以我知道嘅我屋企对上几代都系广州（更前几代唔知系因为我从未问过家族史），身份证4401，一直都系讲粤语，住村度有分红，跟住帖度d人话，冇祠堂就唔系，fine，原来我一直都系外地人，我地成村都冇祠堂，估计一村人都系外地人，真系笑佐,346,['Qwen3-32B_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑2, 认同逻辑4, 认同逻辑6",True,"认同逻辑2, 认同逻辑4, 认同逻辑6",True,"认同逻辑2, 认同逻辑4, 认同逻辑6",True,"认同逻辑3, 认同逻辑4, 认同逻辑6",True,,False,"认同逻辑3, 认同逻辑6, 认同逻辑4",True,"认同逻辑2, 认同逻辑4, 认同逻辑6, 认同逻辑1",True,"认同逻辑3, 认同逻辑2, 认同逻辑4, 认同逻辑6",True,"认同逻辑2, 认同逻辑3, 认同逻辑4, 认同逻辑6",True
