row_index,comment_id,comment_type,text,golden,models_missing_label,models_with_label,num_models_missing_label,num_models_with_label,Qwen3-235B-A22B_few_shot_prediction,Qwen3-235B-A22B_few_shot_has_1,Qwen3-32B_no_cot_prediction,Qwen3-32B_no_cot_has_1,gemma-3-27b-it_zero_shot_prediction,gemma-3-27b-it_zero_shot_has_1,Qwen3-32B_few_shot_prediction,Qwen3-32B_few_shot_has_1,Qwen3-32B_zero_shot_prediction,Qwen3-32B_zero_shot_has_1,gemma-3-27b-it_no_cot_prediction,gemma-3-27b-it_no_cot_has_1,Qwen3-235B-A22B_zero_shot_prediction,Qwen3-235B-A22B_zero_shot_has_1,gemma-3-27b-it_few_shot_prediction,gemma-3-27b-it_few_shot_has_1,Qwen3-235B-A22B_no_cot_prediction,Qwen3-235B-A22B_no_cot_has_1
80,reply_chengdu_3_7_18,reply,毕竟好多家庭 不见得可以拿出一两百万买一个环境好点 还在二环内的房子 毕竟我爸妈在成都工作这么久 基本都在一二环内 朋友也在附近 买到郊区肯定不现实 买一二环的房子改造是最好的方案了,16,"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",['Qwen3-235B-A22B_zero_shot'],8,1,"认同逻辑5, 认同逻辑6",False,认同逻辑6,False,认同逻辑6,False,"认同逻辑5, 认同逻辑6",False,"认同逻辑5, 认同逻辑6",False,认同逻辑6,False,"认同逻辑1, 认同逻辑6",True,"认同逻辑6, 认同逻辑5",False,"认同逻辑3, 认同逻辑6",False
92,comment_harbin1_1_104,comment,一个哈尔滨还分起来是不是正不正宗的哈尔滨人了市里的房价也没比我周边县城贵多少什么时候贫富差距大到北上广那样再来分吧,16,"['Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']","['Qwen3-235B-A22B_few_shot', 'gemma-3-27b-it_zero_shot', 'gemma-3-27b-it_no_cot']",6,3,认同逻辑1,True,认同逻辑5,False,"认同逻辑1, 认同逻辑6",True,,False,"认同逻辑5, 认同逻辑6",False,"认同逻辑1, 认同逻辑2",True,,False,认同逻辑6,False,认同逻辑5,False
96,reply_hefei1_1_1_2,reply,这个范围内的才叫本地人。。。我爷爷辈是肥东的当初来市区还要花钱买合肥户口才行。我出生时在省立医院步行街那个。那时候合肥人口才一百来万。我上学是工大附中。合肥工业大学就在现在南一环那。大学墙外就是农村田地，我们小时候爬墙过去炸菜地，趴祖坟。就那时候我们还被人说是郊区的。所以你觉得真的老合肥有多少人,13,['gemma-3-27b-it_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑1, 认同逻辑2, 认同逻辑3",True,"认同逻辑1, 认同逻辑3, 认同逻辑4",True,"认同逻辑2, 认同逻辑3",False,"认同逻辑1, 认同逻辑2, 认同逻辑3, 认同逻辑6",True,"认同逻辑3, 认同逻辑2, 认同逻辑1",True,"认同逻辑1, 认同逻辑2, 认同逻辑3",True,"认同逻辑1, 认同逻辑2, 认同逻辑3",True,"认同逻辑2, 认同逻辑3, 认同逻辑1",True,"认同逻辑1, 认同逻辑3, 认同逻辑2",True
117,reply_hefei2_1_5_25,reply,合肥土著告诉你，政务区只是从经济上划分的独立区域，行政上依然是属于蜀山区。往大了说就像深圳和国家的关系一样，深圳是经济特区的同时，它也是国家的城市区域，但它代表不了国家（ps：包括大部分合肥本地人提到天鹅湖都是说蜀山区天鹅湖）,12,"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_few_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot']","['Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_zero_shot', 'Qwen3-235B-A22B_no_cot']",5,4,认同逻辑2,False,"认同逻辑1, 认同逻辑2",True,"认同逻辑1, 认同逻辑2",True,认同逻辑2,False,"认同逻辑2, 认同逻辑1",True,认同逻辑2,False,认同逻辑2,False,认同逻辑2,False,"认同逻辑1, 认同逻辑2",True
153,comment_jinan_1_2,comment,我小时候从济钢到市区叫做“去济南”。……而且还要坐火车去“济南”，那时济钢桥头有个374车站，编号是距离青岛站374公里的意思，后面改叫韩仓站，现在废弃了。后来有了8路、10路公交车……现在公交、地铁一应俱全，不过不超过CBD（原二钢）还是电瓶车最方便,1,['gemma-3-27b-it_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,认同逻辑1,True,认同逻辑1,True,,False,认同逻辑1,True,"认同逻辑1, 认同逻辑5",True,认同逻辑1,True,"认同逻辑1, 认同逻辑5",True,认同逻辑1,True,"认同逻辑3, 认同逻辑1, 认同逻辑5",True
155,reply_jinan_1_2_17,reply,坐标槐荫……86年……小时候我们在机务段做火车去市里……,1,"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'Qwen3-235B-A22B_no_cot']","['gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_few_shot']",5,4,认同逻辑3,False,认同逻辑3,False,"认同逻辑1, 认同逻辑3",True,认同逻辑1,True,"认同逻辑1, 认同逻辑3",True,认同逻辑3,False,,False,认同逻辑1,True,认同逻辑3,False
158,reply_jinan_1_5_6,reply,我06的，家在市中区，现在往泉城路还习惯说是去市里,1,['Qwen3-32B_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑3, 认同逻辑1",True,认同逻辑1,True,"认同逻辑1, 认同逻辑4",True,认同逻辑1,True,,False,认同逻辑1,True,"认同逻辑1, 认同逻辑3",True,认同逻辑1,True,"认同逻辑1, 认同逻辑3",True
160,reply_jinan_1_6_21,reply,所以并不是所有的老济南人都认准那一块，你要搞清楚，就天桥槐荫那块小时候呆了20年，等有钱买房了第一时间搬到领秀城附近，这才是老济南的缩影,1,"['gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'gemma-3-27b-it_few_shot']","['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'Qwen3-235B-A22B_no_cot']",3,6,"认同逻辑1, 认同逻辑5",True,"认同逻辑1, 认同逻辑6",True,"认同逻辑3, 认同逻辑6",False,"认同逻辑3, 认同逻辑5, 认同逻辑6",False,"认同逻辑1, 认同逻辑3, 认同逻辑5",True,"认同逻辑1, 认同逻辑6",True,"认同逻辑1, 认同逻辑5",True,认同逻辑5,False,"认同逻辑3, 认同逻辑1",True
163,comment_jinan_1_82,comment,我爷爷说护城河以里是济南，我姑姑嫁去全福都觉得是『闺女嫁外头去了』…80后（我）觉得市区还是二环里，下班回家觉得过来二环东才算进市区…当然了，东部发展的比其他地方都快，是二环南二环北二环西都比不上的，但内心还是觉得，那是『二环外』,1,['gemma-3-27b-it_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,认同逻辑1,True,认同逻辑1,True,,False,认同逻辑1,True,认同逻辑1,True,"认同逻辑1, 认同逻辑3",True,认同逻辑1,True,认同逻辑1,True,认同逻辑1,True
166,comment_jinan_1_104,comment,呃，有没有想过被划进来的也不喜欢济南啊，纯纯被济南吸血光靠济南市区早就让烟台超了,12,"['Qwen3-235B-A22B_few_shot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']","['Qwen3-32B_no_cot', 'gemma-3-27b-it_no_cot']",7,2,认同逻辑5,False,认同逻辑1,True,认同逻辑6,False,认同逻辑2,False,认同逻辑2,False,"认同逻辑1, 认同逻辑6",True,"认同逻辑2, 认同逻辑5",False,认同逻辑2,False,认同逻辑2,False
170,comment_jinan_1_159,comment,最近又出了双层公交车，线路好像就是走历城区那块，我一个室友就是历程的，她拍了视频给我们特意强调这是她们那边的双层公交车，我很不能理解，双层公交我记得小时候经常坐，都不觉得是多么稀罕的东西了，然后双层公交没了几年，现在又出来了，她给我们几个小时候就经常坐的同学显摆，我们都不好意思说我们之前就坐过,1,['Qwen3-235B-A22B_no_cot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot']",1,8,"认同逻辑1, 认同逻辑3",True,认同逻辑1,True,"认同逻辑1, 认同逻辑3, 认同逻辑6",True,认同逻辑1,True,"认同逻辑1, 认同逻辑3",True,"认同逻辑1, 认同逻辑3",True,"认同逻辑1, 认同逻辑5",True,认同逻辑1,True,认同逻辑3,False
173,reply_jinan_1_210_7,reply,很小的时候去济南，觉得历城就是郊区了，至于莱芜，我们本来就是刚合过去的，大多数的莱芜人在归属感上还是认同自己是莱芜人，个人观点不喜勿喷,1,['Qwen3-32B_no_cot'],"['Qwen3-235B-A22B_few_shot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑1, 认同逻辑2",True,认同逻辑2,False,"认同逻辑1, 认同逻辑3",True,"认同逻辑1, 认同逻辑2",True,"认同逻辑1, 认同逻辑2",True,"认同逻辑1, 认同逻辑2",True,"认同逻辑1, 认同逻辑2, 认同逻辑3",True,"认同逻辑1, 认同逻辑2",True,"认同逻辑1, 认同逻辑2",True
179,reply_nanchang_2_1_5_1,reply,哈哈哈 我也是家里三代都在市区 对老南昌人来说市中心就是八一广场附近的商圈 我小时候念的育新嘛 就很夸张 说三十四年以前 二七北路都是郊区,13,['gemma-3-27b-it_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑1, 认同逻辑3",True,"认同逻辑1, 认同逻辑3",True,,False,"认同逻辑1, 认同逻辑3",True,"认同逻辑1, 认同逻辑3",True,"认同逻辑3, 认同逻辑1",True,"认同逻辑1, 认同逻辑3",True,"认同逻辑3, 认同逻辑1",True,"认同逻辑1, 认同逻辑3",True
188,comment_nanchang_2_1_133,comment,原来省政府在八一广场那，八一广场一带就是市中心，中山路、步行街，大点范围可以说市中心是东湖西湖区。小时候逛街都是去八一广场、中上路、万寿宫、步行街。后来，孟建柱到了江西，用上海模式建立了一江两岸，发展了红谷滩，市政府迁了过去，政治中心的转移，也使得红谷滩发展越来越好，包括后来发展的新建县。我还记得小时候和妈妈去昌北，那时候还得坐小巴车、车上也脏，真的就是去了农村。后来红谷滩开始发展的时候，我去新建二中读书，我依然还记得那时候上一周学回来，脚上全是泥，我爸开玩笑说我是耕田回来的。没有贬义的意思啊！现在红谷滩和新建区都发展的很好，我也很喜欢我的母校。就是突然看到这个话题，想起来小时候。,1,['gemma-3-27b-it_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑1, 认同逻辑2",True,"认同逻辑1, 认同逻辑2",True,,False,"认同逻辑1, 认同逻辑2",True,"认同逻辑1, 认同逻辑3",True,"认同逻辑1, 认同逻辑3",True,"认同逻辑1, 认同逻辑3, 认同逻辑5",True,"认同逻辑1, 认同逻辑5",True,"认同逻辑1, 认同逻辑3, 认同逻辑5",True
